"peak_index","seqnames","start","end","width","strand","name","peak_detection"
57997,"chr12",25216792,25217619,828,"*","chr12:25216792-25217619",4024
57999,"chr12",25220544,25221099,556,"*","chr12:25220544-25221099",2667
58011,"chr12",25252996,25253701,706,"*","chr12:25252996-25253701",2793
58181,"chr12",26414086,26415672,1587,"*","chr12:26414086-26415672",2810
58196,"chr12",26469076,26470261,1186,"*","chr12:26469076-26470261",3314
58310,"chr12",27342283,27343996,1714,"*","chr12:27342283-27343996",3194
58338,"chr12",27507797,27508634,838,"*","chr12:27507797-27508634",1977
58422,"chr12",28589310,28590666,1357,"*","chr12:28589310-28590666",2868
58433,"chr12",28635420,28636393,974,"*","chr12:28635420-28636393",4715
58434,"chr12",28649370,28650124,755,"*","chr12:28649370-28650124",2000
58438,"chr12",28675005,28676329,1325,"*","chr12:28675005-28676329",4607
58449,"chr12",28750178,28750850,673,"*","chr12:28750178-28750850",2879
58450,"chr12",28751594,28752137,544,"*","chr12:28751594-28752137",2463
58546,"chr12",29290660,29291604,945,"*","chr12:29290660-29291604",8948
58594,"chr12",29937942,29939762,1821,"*","chr12:29937942-29939762",2681
58603,"chr12",29956835,29957580,746,"*","chr12:29956835-29957580",1803
58670,"chr12",30372961,30373745,785,"*","chr12:30372961-30373745",2745
58693,"chr12",30583993,30585070,1078,"*","chr12:30583993-30585070",4062
58726,"chr12",30911229,30912977,1749,"*","chr12:30911229-30912977",6458
58729,"chr12",30943397,30944739,1343,"*","chr12:30943397-30944739",3278
58744,"chr12",31073662,31074436,775,"*","chr12:31073662-31074436",3636
58745,"chr12",31074984,31075735,752,"*","chr12:31074984-31075735",1768
58809,"chr12",31256202,31257095,894,"*","chr12:31256202-31257095",3361
58810,"chr12",31263997,31264576,580,"*","chr12:31263997-31264576",4578
58811,"chr12",31264925,31266051,1127,"*","chr12:31264925-31266051",3380
58823,"chr12",31294498,31295973,1476,"*","chr12:31294498-31295973",2353
58825,"chr12",31298189,31299152,964,"*","chr12:31298189-31299152",2125
58835,"chr12",31350694,31351782,1089,"*","chr12:31350694-31351782",4756
58849,"chr12",31499200,31500419,1220,"*","chr12:31499200-31500419",7675
58870,"chr12",31634157,31635383,1227,"*","chr12:31634157-31635383",2445
58871,"chr12",31654456,31655471,1016,"*","chr12:31654456-31655471",4396
58902,"chr12",31949335,31951119,1785,"*","chr12:31949335-31951119",14772
58924,"chr12",32060529,32061925,1397,"*","chr12:32060529-32061925",3160
58965,"chr12",32378616,32380025,1410,"*","chr12:32378616-32380025",6335
59011,"chr12",32767872,32769120,1249,"*","chr12:32767872-32769120",4733
59016,"chr12",32819683,32821314,1632,"*","chr12:32819683-32821314",11253
59040,"chr12",32926494,32927247,754,"*","chr12:32926494-32927247",2059
59046,"chr12",32953701,32955133,1433,"*","chr12:32953701-32955133",11032
59088,"chr12",33147011,33148281,1271,"*","chr12:33147011-33148281",5599
59130,"chr12",33285468,33286516,1049,"*","chr12:33285468-33286516",3480
59134,"chr12",33301879,33304017,2139,"*","chr12:33301879-33304017",3849
59137,"chr12",33311765,33312391,627,"*","chr12:33311765-33312391",3152
59152,"chr12",33379913,33380644,732,"*","chr12:33379913-33380644",1845
59159,"chr12",33429343,33430326,984,"*","chr12:33429343-33430326",3773
59301,"chr12",35046801,35048274,1474,"*","chr12:35046801-35048274",6659
59365,"chr12",35534198,35535455,1258,"*","chr12:35534198-35535455",4342
59435,"chr12",36041825,36043015,1191,"*","chr12:36041825-36043015",3818
59449,"chr12",36156497,36158337,1841,"*","chr12:36156497-36158337",9666
59481,"chr12",36380940,36382552,1613,"*","chr12:36380940-36382552",5359
59620,"chr12",38778269,38780577,2309,"*","chr12:38778269-38780577",7024
59621,"chr12",38787735,38789261,1527,"*","chr12:38787735-38789261",2189
59698,"chr12",39920206,39921143,938,"*","chr12:39920206-39921143",1882
59715,"chr12",40016736,40017597,862,"*","chr12:40016736-40017597",1815
59719,"chr12",40037056,40038451,1396,"*","chr12:40037056-40038451",10666
59744,"chr12",40222434,40223771,1338,"*","chr12:40222434-40223771",15173
59760,"chr12",40280752,40281523,772,"*","chr12:40280752-40281523",1991
59801,"chr12",40445453,40447071,1619,"*","chr12:40445453-40447071",10636
59907,"chr12",41023811,41024681,871,"*","chr12:41023811-41024681",4536
60034,"chr12",44209222,44210703,1482,"*","chr12:44209222-44210703",11282
60041,"chr12",44268477,44269916,1440,"*","chr12:44268477-44269916",8492
60042,"chr12",44274279,44275507,1229,"*","chr12:44274279-44275507",1963
60146,"chr12",45037239,45038187,949,"*","chr12:45037239-45038187",2333
60156,"chr12",45073515,45075469,1955,"*","chr12:45073515-45075469",5185
60239,"chr12",46818381,46820094,1714,"*","chr12:46818381-46820094",4331
60331,"chr12",50648438,50649778,1341,"*","chr12:50648438-50649778",3172
60377,"chr12",51347843,51348752,910,"*","chr12:51347843-51348752",5577
60380,"chr12",51377271,51377925,655,"*","chr12:51377271-51377925",5835
60410,"chr12",51691055,51692740,1686,"*","chr12:51691055-51692740",12081
60446,"chr12",51828823,51830498,1676,"*","chr12:51828823-51830498",6942
60448,"chr12",51844874,51845786,913,"*","chr12:51844874-51845786",6183
60466,"chr12",51970967,51971847,881,"*","chr12:51970967-51971847",3962
60470,"chr12",52006119,52006980,862,"*","chr12:52006119-52006980",3218
60477,"chr12",52097543,52098216,674,"*","chr12:52097543-52098216",2299
60531,"chr12",52445698,52447104,1407,"*","chr12:52445698-52447104",4904
60532,"chr12",52448271,52448812,542,"*","chr12:52448271-52448812",2295
60542,"chr12",52503334,52505002,1669,"*","chr12:52503334-52505002",11880
60552,"chr12",52602530,52604396,1867,"*","chr12:52602530-52604396",7278
60553,"chr12",52604555,52605248,694,"*","chr12:52604555-52605248",3896
60630,"chr12",53251774,53254247,2474,"*","chr12:53251774-53254247",2424
60737,"chr12",54191146,54191756,611,"*","chr12:54191146-54191756",1912
60738,"chr12",54191846,54192537,692,"*","chr12:54191846-54192537",2255
60742,"chr12",54203104,54204246,1143,"*","chr12:54203104-54204246",2483
60769,"chr12",54312588,54314027,1440,"*","chr12:54312588-54314027",3982
60834,"chr12",54656171,54657029,859,"*","chr12:54656171-54657029",7230
60842,"chr12",54695496,54697503,2008,"*","chr12:54695496-54697503",10257
60850,"chr12",54789332,54790310,979,"*","chr12:54789332-54790310",1780
60853,"chr12",54795317,54796187,871,"*","chr12:54795317-54796187",4019
60869,"chr12",54862131,54863640,1510,"*","chr12:54862131-54863640",5036
60879,"chr12",54984614,54986763,2150,"*","chr12:54984614-54986763",4785
60898,"chr12",55079970,55080845,876,"*","chr12:55079970-55080845",6934
60901,"chr12",55302231,55303746,1516,"*","chr12:55302231-55303746",5918
60921,"chr12",55398362,55399173,812,"*","chr12:55398362-55399173",5858
60930,"chr12",55443098,55444054,957,"*","chr12:55443098-55444054",2561
60932,"chr12",55446564,55447804,1241,"*","chr12:55446564-55447804",2511
60937,"chr12",55464100,55464950,851,"*","chr12:55464100-55464950",2855
60948,"chr12",55491788,55493443,1656,"*","chr12:55491788-55493443",9629
60984,"chr12",55820265,55821552,1288,"*","chr12:55820265-55821552",3783
60985,"chr12",55836065,55837213,1149,"*","chr12:55836065-55837213",9317
61022,"chr12",56345376,56346292,917,"*","chr12:56345376-56346292",3569
61067,"chr12",56905410,56907045,1636,"*","chr12:56905410-56907045",2535
61098,"chr12",57196555,57197908,1354,"*","chr12:57196555-57197908",2961
61105,"chr12",57230101,57231121,1021,"*","chr12:57230101-57231121",5555
61172,"chr12",58268232,58269713,1482,"*","chr12:58268232-58269713",1924
61228,"chr12",59011509,59012527,1019,"*","chr12:59011509-59012527",10667
61229,"chr12",59013399,59013738,340,"*","chr12:59013399-59013738",2816
61232,"chr12",59039910,59041271,1362,"*","chr12:59039910-59041271",1950
61233,"chr12",59060895,59061777,883,"*","chr12:59060895-59061777",3085
61234,"chr12",59066407,59067462,1056,"*","chr12:59066407-59067462",9589
61237,"chr12",59095346,59096102,757,"*","chr12:59095346-59096102",2773
61241,"chr12",59130934,59132055,1122,"*","chr12:59130934-59132055",6256
61252,"chr12",59218933,59220409,1477,"*","chr12:59218933-59220409",10045
61359,"chr12",64917753,64918570,818,"*","chr12:64917753-64918570",5666
61363,"chr12",64965229,64966555,1327,"*","chr12:64965229-64966555",9723
61368,"chr12",65036137,65037073,937,"*","chr12:65036137-65037073",3472
61371,"chr12",65073528,65074411,884,"*","chr12:65073528-65074411",9548
61372,"chr12",65075502,65075917,416,"*","chr12:65075502-65075917",2868
61374,"chr12",65172184,65173363,1180,"*","chr12:65172184-65173363",7443
61513,"chr12",69158759,69159855,1097,"*","chr12:69158759-69159855",9753
61514,"chr12",69168242,69169329,1088,"*","chr12:69168242-69169329",2993
61515,"chr12",69183682,69185364,1683,"*","chr12:69183682-69185364",8241
61518,"chr12",69196806,69198707,1902,"*","chr12:69196806-69198707",4396
61523,"chr12",69227444,69228680,1237,"*","chr12:69227444-69228680",3832
61525,"chr12",69241529,69242652,1124,"*","chr12:69241529-69242652",2137
61529,"chr12",69296458,69298003,1546,"*","chr12:69296458-69298003",4040
61535,"chr12",69356905,69357521,617,"*","chr12:69356905-69357521",2310
61536,"chr12",69361344,69361939,596,"*","chr12:69361344-69361939",6812
61537,"chr12",69364151,69364614,464,"*","chr12:69364151-69364614",1811
61538,"chr12",69367367,69368115,749,"*","chr12:69367367-69368115",2647
61539,"chr12",69371485,69372907,1423,"*","chr12:69371485-69372907",7437
61567,"chr12",69446104,69447241,1138,"*","chr12:69446104-69447241",1795
61573,"chr12",69462003,69463146,1144,"*","chr12:69462003-69463146",2185
61584,"chr12",69501697,69502929,1233,"*","chr12:69501697-69502929",2611
61602,"chr12",69582716,69583487,772,"*","chr12:69582716-69583487",3078
61613,"chr12",69681079,69682645,1567,"*","chr12:69681079-69682645",4535
61622,"chr12",69724324,69725576,1253,"*","chr12:69724324-69725576",8551
61630,"chr12",69757625,69759317,1693,"*","chr12:69757625-69759317",2659
61643,"chr12",69777611,69778463,853,"*","chr12:69777611-69778463",2111
61644,"chr12",69781734,69782832,1099,"*","chr12:69781734-69782832",5439
61645,"chr12",69783116,69783787,672,"*","chr12:69783116-69783787",2246
61646,"chr12",69789631,69791638,2008,"*","chr12:69789631-69791638",5691
61675,"chr12",69892335,69893557,1223,"*","chr12:69892335-69893557",4984
61691,"chr12",69986287,69987615,1329,"*","chr12:69986287-69987615",4227
61723,"chr12",70111051,70112395,1345,"*","chr12:70111051-70112395",3495
61754,"chr12",70227038,70228125,1088,"*","chr12:70227038-70228125",2969
61774,"chr12",70347116,70348044,929,"*","chr12:70347116-70348044",3405
61785,"chr12",70452764,70453634,871,"*","chr12:70452764-70453634",3897
61862,"chr12",70824702,70826277,1576,"*","chr12:70824702-70826277",8260
61887,"chr12",70910275,70911522,1248,"*","chr12:70910275-70911522",1851
61893,"chr12",70937405,70938558,1154,"*","chr12:70937405-70938558",4072
61894,"chr12",70967843,70969480,1638,"*","chr12:70967843-70969480",4577
61896,"chr12",70974414,70975391,978,"*","chr12:70974414-70975391",7385
61901,"chr12",71015176,71016337,1162,"*","chr12:71015176-71016337",12678
61921,"chr12",71136302,71137695,1394,"*","chr12:71136302-71137695",3497
61950,"chr12",71309403,71310611,1209,"*","chr12:71309403-71310611",2035
62074,"chr12",71830714,71831856,1143,"*","chr12:71830714-71831856",9911
62148,"chr12",72070110,72071401,1292,"*","chr12:72070110-72071401",2748
62151,"chr12",72084410,72086460,2051,"*","chr12:72084410-72086460",14558
62210,"chr12",72536036,72536707,672,"*","chr12:72536036-72536707",6147
62216,"chr12",72663998,72665536,1539,"*","chr12:72663998-72665536",2617
62230,"chr12",72760433,72762078,1646,"*","chr12:72760433-72762078",7814
62268,"chr12",73111699,73113861,2163,"*","chr12:73111699-73113861",4061
62286,"chr12",73286564,73287473,910,"*","chr12:73286564-73287473",4370
62313,"chr12",73382821,73383759,939,"*","chr12:73382821-73383759",1962
62358,"chr12",73545692,73546958,1267,"*","chr12:73545692-73546958",1913
62362,"chr12",73583506,73585961,2456,"*","chr12:73583506-73585961",3599
62400,"chr12",73708621,73709475,855,"*","chr12:73708621-73709475",1919
62425,"chr12",73786727,73787463,737,"*","chr12:73786727-73787463",2474
62430,"chr12",73793786,73794865,1080,"*","chr12:73793786-73794865",3529
62464,"chr12",73907426,73908862,1437,"*","chr12:73907426-73908862",9320
62469,"chr12",73964282,73965167,886,"*","chr12:73964282-73965167",4373
62552,"chr12",75308065,75309236,1172,"*","chr12:75308065-75309236",2656
62587,"chr12",75472791,75473925,1135,"*","chr12:75472791-75473925",3909
62631,"chr12",75595941,75596942,1002,"*","chr12:75595941-75596942",8972
62639,"chr12",75663851,75664872,1022,"*","chr12:75663851-75664872",3064
62640,"chr12",75669162,75670167,1006,"*","chr12:75669162-75670167",11965
62647,"chr12",75706584,75707288,705,"*","chr12:75706584-75707288",1944
62654,"chr12",75735034,75736199,1166,"*","chr12:75735034-75736199",3804
62671,"chr12",75818044,75819984,1941,"*","chr12:75818044-75819984",5933
62672,"chr12",75826877,75827526,650,"*","chr12:75826877-75827526",2188
62677,"chr12",75833556,75834822,1267,"*","chr12:75833556-75834822",2177
62679,"chr12",75839218,75839949,732,"*","chr12:75839218-75839949",2007
62682,"chr12",75846342,75847150,809,"*","chr12:75846342-75847150",3788
62683,"chr12",75852318,75853002,685,"*","chr12:75852318-75853002",1796
62686,"chr12",75856257,75857076,820,"*","chr12:75856257-75857076",2058
62711,"chr12",75978897,75979880,984,"*","chr12:75978897-75979880",2443
62763,"chr12",76195996,76197175,1180,"*","chr12:76195996-76197175",3108
62771,"chr12",76254907,76255725,819,"*","chr12:76254907-76255725",9243
62772,"chr12",76256319,76256910,592,"*","chr12:76256319-76256910",1854
62795,"chr12",76369159,76371730,2572,"*","chr12:76369159-76371730",8598
62798,"chr12",76403648,76404697,1050,"*","chr12:76403648-76404697",12980
62803,"chr12",76446247,76446988,742,"*","chr12:76446247-76446988",2646
62833,"chr12",76533206,76534456,1251,"*","chr12:76533206-76534456",7171
62838,"chr12",76546216,76548372,2157,"*","chr12:76546216-76548372",2257
62840,"chr12",76552286,76552908,623,"*","chr12:76552286-76552908",1808
62849,"chr12",76572434,76573889,1456,"*","chr12:76572434-76573889",8132
62883,"chr12",76709481,76711030,1550,"*","chr12:76709481-76711030",2104
62888,"chr12",76765348,76766104,757,"*","chr12:76765348-76766104",3242
62905,"chr12",76837309,76838092,784,"*","chr12:76837309-76838092",5823
62914,"chr12",76883760,76884441,682,"*","chr12:76883760-76884441",2271
62935,"chr12",76954887,76955719,833,"*","chr12:76954887-76955719",1765
62936,"chr12",76961749,76962891,1143,"*","chr12:76961749-76962891",10402
62955,"chr12",77060071,77061979,1909,"*","chr12:77060071-77061979",2984
62961,"chr12",77095095,77095977,883,"*","chr12:77095095-77095977",3512
62977,"chr12",77174119,77174656,538,"*","chr12:77174119-77174656",2003
62978,"chr12",77177092,77178672,1581,"*","chr12:77177092-77178672",2602
62985,"chr12",77214066,77214984,919,"*","chr12:77214066-77214984",1869
62991,"chr12",77238024,77239493,1470,"*","chr12:77238024-77239493",8648
63014,"chr12",77501734,77502847,1114,"*","chr12:77501734-77502847",2074
63058,"chr12",77781091,77781919,829,"*","chr12:77781091-77781919",1798
63125,"chr12",78225909,78227085,1177,"*","chr12:78225909-78227085",8978
63132,"chr12",78350968,78351235,268,"*","chr12:78350968-78351235",2175
63145,"chr12",78748362,78750011,1650,"*","chr12:78748362-78750011",9563
63168,"chr12",78861163,78862431,1269,"*","chr12:78861163-78862431",11081
63194,"chr12",79028909,79030092,1184,"*","chr12:79028909-79030092",3484
63205,"chr12",79067628,79068155,528,"*","chr12:79067628-79068155",2062
63206,"chr12",79068347,79068879,533,"*","chr12:79068347-79068879",1851
63207,"chr12",79069176,79070004,829,"*","chr12:79069176-79070004",3783
63209,"chr12",79089239,79090027,789,"*","chr12:79089239-79090027",2171
63221,"chr12",79130563,79131193,631,"*","chr12:79130563-79131193",2257
63230,"chr12",79171771,79173101,1331,"*","chr12:79171771-79173101",7815
63231,"chr12",79191010,79192531,1522,"*","chr12:79191010-79192531",2607
63244,"chr12",79296124,79296727,604,"*","chr12:79296124-79296727",5110
63245,"chr12",79297106,79297664,559,"*","chr12:79297106-79297664",2694
63299,"chr12",79507102,79508063,962,"*","chr12:79507102-79508063",3841
63304,"chr12",79531796,79532842,1047,"*","chr12:79531796-79532842",2095
63308,"chr12",79541580,79542126,547,"*","chr12:79541580-79542126",2327
63312,"chr12",79557870,79558572,703,"*","chr12:79557870-79558572",2931
63321,"chr12",79600205,79600927,723,"*","chr12:79600205-79600927",3405
63324,"chr12",79612514,79613302,789,"*","chr12:79612514-79613302",2087
63443,"chr12",79948992,79949795,804,"*","chr12:79948992-79949795",3016
63451,"chr12",79969672,79971011,1340,"*","chr12:79969672-79971011",2518
63489,"chr12",80083359,80084947,1589,"*","chr12:80083359-80084947",2123
63496,"chr12",80103359,80104325,967,"*","chr12:80103359-80104325",6423
63499,"chr12",80113014,80113913,900,"*","chr12:80113014-80113913",7373
63501,"chr12",80115217,80116165,949,"*","chr12:80115217-80116165",4709
63507,"chr12",80130583,80131241,659,"*","chr12:80130583-80131241",2471
63508,"chr12",80132256,80133254,999,"*","chr12:80132256-80133254",7588
63536,"chr12",80229605,80231889,2285,"*","chr12:80229605-80231889",4039
63545,"chr12",80259414,80261240,1827,"*","chr12:80259414-80261240",8922
63587,"chr12",80435038,80435920,883,"*","chr12:80435038-80435920",2398
63588,"chr12",80436201,80437145,945,"*","chr12:80436201-80437145",2900
63591,"chr12",80462989,80463875,887,"*","chr12:80462989-80463875",4012
63629,"chr12",80643439,80644597,1159,"*","chr12:80643439-80644597",6290
63643,"chr12",80725014,80725669,656,"*","chr12:80725014-80725669",2012
63649,"chr12",80757694,80759140,1447,"*","chr12:80757694-80759140",2936
63657,"chr12",80790314,80791283,970,"*","chr12:80790314-80791283",6457
63688,"chr12",80843352,80844711,1360,"*","chr12:80843352-80844711",2093
63702,"chr12",80895174,80895741,568,"*","chr12:80895174-80895741",1807
63707,"chr12",80925900,80926544,645,"*","chr12:80925900-80926544",2325
63716,"chr12",80945229,80946567,1339,"*","chr12:80945229-80946567",9147
63755,"chr12",81484759,81485418,660,"*","chr12:81484759-81485418",3049
63759,"chr12",81532402,81533289,888,"*","chr12:81532402-81533289",2936
63761,"chr12",81594904,81595559,656,"*","chr12:81594904-81595559",4500
63790,"chr12",81780725,81781966,1242,"*","chr12:81780725-81781966",5730
63807,"chr12",81859770,81861414,1645,"*","chr12:81859770-81861414",4013
63853,"chr12",82169059,82170934,1876,"*","chr12:82169059-82170934",6352
63884,"chr12",82255783,82256636,854,"*","chr12:82255783-82256636",3863
63937,"chr12",82397265,82398323,1059,"*","chr12:82397265-82398323",2742
63959,"chr12",82469888,82471156,1269,"*","chr12:82469888-82471156",3993
63976,"chr12",82587481,82588592,1112,"*","chr12:82587481-82588592",1850
64135,"chr12",83466335,83467549,1215,"*","chr12:83466335-83467549",2130
64141,"chr12",83486690,83488236,1547,"*","chr12:83486690-83488236",6431
64150,"chr12",83520204,83521027,824,"*","chr12:83520204-83521027",5691
64166,"chr12",83579021,83579695,675,"*","chr12:83579021-83579695",1995
64172,"chr12",83596853,83597711,859,"*","chr12:83596853-83597711",8153
64176,"chr12",83631907,83633099,1193,"*","chr12:83631907-83633099",7722
64182,"chr12",83687952,83689107,1156,"*","chr12:83687952-83689107",4792
64204,"chr12",83768061,83769114,1054,"*","chr12:83768061-83769114",1927
64205,"chr12",83770181,83771328,1148,"*","chr12:83770181-83771328",2927
64211,"chr12",83792670,83793803,1134,"*","chr12:83792670-83793803",2266
64229,"chr12",83885575,83886489,915,"*","chr12:83885575-83886489",2048
64237,"chr12",83921584,83922481,898,"*","chr12:83921584-83922481",12399
64248,"chr12",83950230,83951854,1625,"*","chr12:83950230-83951854",3656
64255,"chr12",83987423,83988936,1514,"*","chr12:83987423-83988936",4534
64257,"chr12",83999384,83999855,472,"*","chr12:83999384-83999855",1964
64261,"chr12",84009042,84010115,1074,"*","chr12:84009042-84010115",3915
64262,"chr12",84011426,84012038,613,"*","chr12:84011426-84012038",2946
64263,"chr12",84020623,84021109,487,"*","chr12:84020623-84021109",2087
64270,"chr12",84038256,84039315,1060,"*","chr12:84038256-84039315",3163
64271,"chr12",84042212,84042786,575,"*","chr12:84042212-84042786",1977
64274,"chr12",84050816,84051375,560,"*","chr12:84050816-84051375",2233
64276,"chr12",84053075,84054556,1482,"*","chr12:84053075-84054556",1952
64283,"chr12",84100597,84101679,1083,"*","chr12:84100597-84101679",1827
64286,"chr12",84114110,84114949,840,"*","chr12:84114110-84114949",2930
64297,"chr12",84174186,84175465,1280,"*","chr12:84174186-84175465",3087
64298,"chr12",84175722,84176715,994,"*","chr12:84175722-84176715",2957
64308,"chr12",84192849,84194631,1783,"*","chr12:84192849-84194631",6328
64320,"chr12",84218397,84219319,923,"*","chr12:84218397-84219319",2218
64335,"chr12",84284987,84286233,1247,"*","chr12:84284987-84286233",5612
64339,"chr12",84316291,84317781,1491,"*","chr12:84316291-84317781",5224
64348,"chr12",84361500,84362346,847,"*","chr12:84361500-84362346",7584
64353,"chr12",84384710,84385462,753,"*","chr12:84384710-84385462",3286
64360,"chr12",84402806,84403501,696,"*","chr12:84402806-84403501",2181
64361,"chr12",84408087,84409598,1512,"*","chr12:84408087-84409598",4730
64366,"chr12",84450560,84451772,1213,"*","chr12:84450560-84451772",14968
64390,"chr12",84612622,84613194,573,"*","chr12:84612622-84613194",1883
64391,"chr12",84617223,84617823,601,"*","chr12:84617223-84617823",5243
64414,"chr12",84772784,84773597,814,"*","chr12:84772784-84773597",11508
64416,"chr12",84784389,84785147,759,"*","chr12:84784389-84785147",2169
64455,"chr12",84995971,84996859,889,"*","chr12:84995971-84996859",5839
64468,"chr12",85110261,85111411,1151,"*","chr12:85110261-85111411",3850
64469,"chr12",85112798,85113884,1087,"*","chr12:85112798-85113884",1921
64498,"chr12",85219146,85219831,686,"*","chr12:85219146-85219831",7238
64513,"chr12",85269872,85270933,1062,"*","chr12:85269872-85270933",2779
64516,"chr12",85279886,85280836,951,"*","chr12:85279886-85280836",4119
64517,"chr12",85288176,85289891,1716,"*","chr12:85288176-85289891",5623
64525,"chr12",85305291,85306062,772,"*","chr12:85305291-85306062",1797
64527,"chr12",85339004,85339838,835,"*","chr12:85339004-85339838",2720
64540,"chr12",85374152,85375390,1239,"*","chr12:85374152-85375390",5900
64559,"chr12",85455042,85455972,931,"*","chr12:85455042-85455972",9647
64565,"chr12",85471553,85472838,1286,"*","chr12:85471553-85472838",3001
64566,"chr12",85473409,85474360,952,"*","chr12:85473409-85474360",6332
64569,"chr12",85485820,85486547,728,"*","chr12:85485820-85486547",6431
64598,"chr12",85598704,85600315,1612,"*","chr12:85598704-85600315",3753
64604,"chr12",85619554,85620615,1062,"*","chr12:85619554-85620615",1807
64631,"chr12",85705253,85706230,978,"*","chr12:85705253-85706230",2082
64637,"chr12",85745910,85747031,1122,"*","chr12:85745910-85747031",4488
64642,"chr12",85758746,85759526,781,"*","chr12:85758746-85759526",2207
64658,"chr12",85824399,85825453,1055,"*","chr12:85824399-85825453",9214
64723,"chr12",86078719,86079916,1198,"*","chr12:86078719-86079916",4057
64724,"chr12",86082563,86083080,518,"*","chr12:86082563-86083080",2242
64758,"chr12",86241504,86242382,879,"*","chr12:86241504-86242382",5162
64795,"chr12",86421240,86422245,1006,"*","chr12:86421240-86422245",2175
64800,"chr12",86433341,86434054,714,"*","chr12:86433341-86434054",2566
64865,"chr12",86725871,86726824,954,"*","chr12:86725871-86726824",5730
64876,"chr12",86793722,86794451,730,"*","chr12:86793722-86794451",1964
64879,"chr12",86800924,86802807,1884,"*","chr12:86800924-86802807",10355
64885,"chr12",86816364,86817968,1605,"*","chr12:86816364-86817968",2337
64886,"chr12",86823808,86825551,1744,"*","chr12:86823808-86825551",8892
64889,"chr12",86831855,86832700,846,"*","chr12:86831855-86832700",2057
64890,"chr12",86833820,86834325,506,"*","chr12:86833820-86834325",2067
64891,"chr12",86836456,86837208,753,"*","chr12:86836456-86837208",3666
64904,"chr12",86867417,86868435,1019,"*","chr12:86867417-86868435",5696
64905,"chr12",86871935,86872947,1013,"*","chr12:86871935-86872947",4716
64909,"chr12",86884187,86885329,1143,"*","chr12:86884187-86885329",8255
64910,"chr12",86888128,86889253,1126,"*","chr12:86888128-86889253",8611
64913,"chr12",86892376,86893374,999,"*","chr12:86892376-86893374",3122
64914,"chr12",86894085,86895150,1066,"*","chr12:86894085-86895150",5601
64923,"chr12",86918390,86920073,1684,"*","chr12:86918390-86920073",1912
64924,"chr12",86923766,86924389,624,"*","chr12:86923766-86924389",2329
64925,"chr12",86931959,86933137,1179,"*","chr12:86931959-86933137",2145
64929,"chr12",86946864,86947777,914,"*","chr12:86946864-86947777",8857
64967,"chr12",87147122,87148601,1480,"*","chr12:87147122-87148601",10505
64968,"chr12",87157441,87158630,1190,"*","chr12:87157441-87158630",3171
64971,"chr12",87199578,87200799,1222,"*","chr12:87199578-87200799",3623
64976,"chr12",87266010,87267401,1392,"*","chr12:87266010-87267401",9180
64999,"chr12",87387986,87388954,969,"*","chr12:87387986-87388954",11370
65015,"chr12",87443503,87444221,719,"*","chr12:87443503-87444221",2951
65017,"chr12",87471578,87472686,1109,"*","chr12:87471578-87472686",4400
65035,"chr12",88360534,88361297,764,"*","chr12:88360534-88361297",4075
65140,"chr12",89811623,89812873,1251,"*","chr12:89811623-89812873",2290
65242,"chr12",91384082,91384894,813,"*","chr12:91384082-91384894",5542
65243,"chr12",91400225,91401282,1058,"*","chr12:91400225-91401282",2072
65262,"chr12",91588307,91588807,501,"*","chr12:91588307-91588807",4390
65264,"chr12",91589842,91590871,1030,"*","chr12:91589842-91590871",8021
65319,"chr12",91778101,91779578,1478,"*","chr12:91778101-91779578",5429
65337,"chr12",91848949,91849704,756,"*","chr12:91848949-91849704",10182
65534,"chr12",95694890,95696180,1291,"*","chr12:95694890-95696180",2954
65673,"chr12",98258488,98259809,1322,"*","chr12:98258488-98259809",5443
65710,"chr12",98627638,98629107,1470,"*","chr12:98627638-98629107",2903
65715,"chr12",98674733,98675336,604,"*","chr12:98674733-98675336",3925
65729,"chr12",98734349,98735058,710,"*","chr12:98734349-98735058",2373
65730,"chr12",98737048,98738318,1271,"*","chr12:98737048-98738318",2915
65731,"chr12",98746327,98747628,1302,"*","chr12:98746327-98747628",4713
65751,"chr12",98900726,98901975,1250,"*","chr12:98900726-98901975",3544
65752,"chr12",98920189,98921139,951,"*","chr12:98920189-98921139",4033
65755,"chr12",98965393,98966351,959,"*","chr12:98965393-98966351",3686
65770,"chr12",99096922,99098222,1301,"*","chr12:99096922-99098222",2047
65824,"chr12",99336426,99337235,810,"*","chr12:99336426-99337235",1820
65838,"chr12",99374296,99374910,615,"*","chr12:99374296-99374910",1792
65841,"chr12",99378321,99378946,626,"*","chr12:99378321-99378946",2512
65844,"chr12",99391794,99392672,879,"*","chr12:99391794-99392672",4258
65845,"chr12",99392885,99394115,1231,"*","chr12:99392885-99394115",4870
65878,"chr12",99560891,99561742,852,"*","chr12:99560891-99561742",2350
65894,"chr12",99627373,99628522,1150,"*","chr12:99627373-99628522",2282
65938,"chr12",99883280,99883876,597,"*","chr12:99883280-99883876",3623
65939,"chr12",99884083,99885033,951,"*","chr12:99884083-99885033",4023
65953,"chr12",99940672,99941302,631,"*","chr12:99940672-99941302",2262
65980,"chr12",100109795,100110899,1105,"*","chr12:100109795-100110899",2459
65990,"chr12",100159303,100160112,810,"*","chr12:100159303-100160112",4763
65999,"chr12",100187145,100188121,977,"*","chr12:100187145-100188121",10403
66001,"chr12",100199164,100200806,1643,"*","chr12:100199164-100200806",5620
