"peak_index","seqnames","start","end","width","strand","name"
59386,"chr12",35679265,35679533,269,"*","chr12:35679265-35679533"
59387,"chr12",35685309,35685719,411,"*","chr12:35685309-35685719"
59392,"chr12",35708740,35708960,221,"*","chr12:35708740-35708960"
59393,"chr12",35711710,35712224,515,"*","chr12:35711710-35712224"
59411,"chr12",35891579,35891987,409,"*","chr12:35891579-35891987"
59417,"chr12",35977658,35978151,494,"*","chr12:35977658-35978151"
59424,"chr12",35998879,35999717,839,"*","chr12:35998879-35999717"
59429,"chr12",36013648,36013940,293,"*","chr12:36013648-36013940"
59439,"chr12",36057875,36058173,299,"*","chr12:36057875-36058173"
59440,"chr12",36072914,36073518,605,"*","chr12:36072914-36073518"
59442,"chr12",36119496,36119991,496,"*","chr12:36119496-36119991"
59488,"chr12",36475973,36477083,1111,"*","chr12:36475973-36477083"
59492,"chr12",36497735,36498106,372,"*","chr12:36497735-36498106"
59501,"chr12",36533245,36533582,338,"*","chr12:36533245-36533582"
59522,"chr12",36721344,36721827,484,"*","chr12:36721344-36721827"
59525,"chr12",36733847,36734417,571,"*","chr12:36733847-36734417"
59526,"chr12",36792597,36792824,228,"*","chr12:36792597-36792824"
59578,"chr12",37446807,37447258,452,"*","chr12:37446807-37447258"
59582,"chr12",37489450,37489675,226,"*","chr12:37489450-37489675"
59598,"chr12",37942373,37942713,341,"*","chr12:37942373-37942713"
59613,"chr12",38398063,38398298,236,"*","chr12:38398063-38398298"
59666,"chr12",39645818,39646083,266,"*","chr12:39645818-39646083"
59676,"chr12",39727918,39728241,324,"*","chr12:39727918-39728241"
59687,"chr12",39846029,39846313,285,"*","chr12:39846029-39846313"
59696,"chr12",39888372,39888764,393,"*","chr12:39888372-39888764"
59697,"chr12",39913289,39913501,213,"*","chr12:39913289-39913501"
59728,"chr12",40113166,40113366,201,"*","chr12:40113166-40113366"
59766,"chr12",40309997,40310405,409,"*","chr12:40309997-40310405"
59786,"chr12",40389348,40389976,629,"*","chr12:40389348-40389976"
59831,"chr12",40538953,40539371,419,"*","chr12:40538953-40539371"
59845,"chr12",40583960,40584260,301,"*","chr12:40583960-40584260"
59856,"chr12",40625629,40626453,825,"*","chr12:40625629-40626453"
59860,"chr12",40654323,40654858,536,"*","chr12:40654323-40654858"
59863,"chr12",40679913,40680133,221,"*","chr12:40679913-40680133"
59864,"chr12",40680684,40681031,348,"*","chr12:40680684-40681031"
59872,"chr12",40753595,40754193,599,"*","chr12:40753595-40754193"
59894,"chr12",40898522,40898898,377,"*","chr12:40898522-40898898"
59901,"chr12",40947060,40947260,201,"*","chr12:40947060-40947260"
59927,"chr12",41198935,41199169,235,"*","chr12:41198935-41199169"
59954,"chr12",41483734,41483978,245,"*","chr12:41483734-41483978"
59972,"chr12",41727220,41728016,797,"*","chr12:41727220-41728016"
60002,"chr12",43078307,43078509,203,"*","chr12:43078307-43078509"
60007,"chr12",43555035,43555235,201,"*","chr12:43555035-43555235"
60020,"chr12",43919445,43919908,464,"*","chr12:43919445-43919908"
60021,"chr12",43920644,43921009,366,"*","chr12:43920644-43921009"
60048,"chr12",44314363,44314625,263,"*","chr12:44314363-44314625"
60051,"chr12",44328841,44330425,1585,"*","chr12:44328841-44330425"
60053,"chr12",44346449,44346662,214,"*","chr12:44346449-44346662"
60069,"chr12",44440348,44440634,287,"*","chr12:44440348-44440634"
60072,"chr12",44462672,44463067,396,"*","chr12:44462672-44463067"
60090,"chr12",44638868,44639075,208,"*","chr12:44638868-44639075"
60103,"chr12",44858130,44858686,557,"*","chr12:44858130-44858686"
60131,"chr12",44975347,44975715,369,"*","chr12:44975347-44975715"
60137,"chr12",44997607,44998585,979,"*","chr12:44997607-44998585"
60139,"chr12",45007637,45007840,204,"*","chr12:45007637-45007840"
60140,"chr12",45011620,45012671,1052,"*","chr12:45011620-45012671"
60171,"chr12",45228754,45228956,203,"*","chr12:45228754-45228956"
60178,"chr12",45427803,45428173,371,"*","chr12:45427803-45428173"
60181,"chr12",45443678,45444316,639,"*","chr12:45443678-45444316"
60184,"chr12",45467202,45467625,424,"*","chr12:45467202-45467625"
60188,"chr12",45540445,45541133,689,"*","chr12:45540445-45541133"
60193,"chr12",45597763,45598750,988,"*","chr12:45597763-45598750"
60199,"chr12",45650582,45650904,323,"*","chr12:45650582-45650904"
60207,"chr12",45724677,45725523,847,"*","chr12:45724677-45725523"
60211,"chr12",45879813,45880150,338,"*","chr12:45879813-45880150"
60225,"chr12",46320289,46321006,718,"*","chr12:46320289-46321006"
60236,"chr12",46682773,46682983,211,"*","chr12:46682773-46682983"
60248,"chr12",47164383,47164881,499,"*","chr12:47164383-47164881"
60256,"chr12",47313692,47313892,201,"*","chr12:47313692-47313892"
60270,"chr12",48080808,48081033,226,"*","chr12:48080808-48081033"
60279,"chr12",48878594,48879134,541,"*","chr12:48878594-48879134"
60284,"chr12",49170132,49170564,433,"*","chr12:49170132-49170564"
60285,"chr12",49171293,49171493,201,"*","chr12:49171293-49171493"
60287,"chr12",49374595,49375170,576,"*","chr12:49374595-49375170"
60298,"chr12",49737214,49737692,479,"*","chr12:49737214-49737692"
60383,"chr12",51481464,51481756,293,"*","chr12:51481464-51481756"
60426,"chr12",51736580,51737312,733,"*","chr12:51736580-51737312"
60430,"chr12",51759436,51759941,506,"*","chr12:51759436-51759941"
60465,"chr12",51964819,51965253,435,"*","chr12:51964819-51965253"
60475,"chr12",52049220,52049956,737,"*","chr12:52049220-52049956"
60485,"chr12",52143416,52143710,295,"*","chr12:52143416-52143710"
60512,"chr12",52381398,52382256,859,"*","chr12:52381398-52382256"
60534,"chr12",52457961,52458865,905,"*","chr12:52457961-52458865"
60580,"chr12",52818359,52819136,778,"*","chr12:52818359-52819136"
60614,"chr12",53032871,53033321,451,"*","chr12:53032871-53033321"
60623,"chr12",53136629,53136865,237,"*","chr12:53136629-53136865"
60637,"chr12",53318032,53318296,265,"*","chr12:53318032-53318296"
60647,"chr12",53395711,53396054,344,"*","chr12:53395711-53396054"
60650,"chr12",53441995,53442224,230,"*","chr12:53441995-53442224"
60651,"chr12",53444430,53445134,705,"*","chr12:53444430-53445134"
60666,"chr12",53680580,53680912,333,"*","chr12:53680580-53680912"
60674,"chr12",53753648,53754610,963,"*","chr12:53753648-53754610"
60684,"chr12",53812247,53813453,1207,"*","chr12:53812247-53813453"
60736,"chr12",54187436,54188359,924,"*","chr12:54187436-54188359"
60750,"chr12",54222591,54223668,1078,"*","chr12:54222591-54223668"
60752,"chr12",54248397,54248748,352,"*","chr12:54248397-54248748"
60769,"chr12",54312588,54314027,1440,"*","chr12:54312588-54314027"
60770,"chr12",54317088,54317683,596,"*","chr12:54317088-54317683"
60773,"chr12",54353102,54354947,1846,"*","chr12:54353102-54354947"
60775,"chr12",54382173,54382443,271,"*","chr12:54382173-54382443"
60792,"chr12",54447563,54448149,587,"*","chr12:54447563-54448149"
60802,"chr12",54484936,54485403,468,"*","chr12:54484936-54485403"
60849,"chr12",54788158,54788515,358,"*","chr12:54788158-54788515"
60862,"chr12",54824411,54824656,246,"*","chr12:54824411-54824656"
60867,"chr12",54857927,54858225,299,"*","chr12:54857927-54858225"
60880,"chr12",54993383,54993651,269,"*","chr12:54993383-54993651"
60892,"chr12",55054770,55055082,313,"*","chr12:55054770-55055082"
60893,"chr12",55059194,55059812,619,"*","chr12:55059194-55059812"
60912,"chr12",55371289,55371524,236,"*","chr12:55371289-55371524"
60921,"chr12",55398362,55399173,812,"*","chr12:55398362-55399173"
60922,"chr12",55415206,55416320,1115,"*","chr12:55415206-55416320"
60940,"chr12",55470642,55470877,236,"*","chr12:55470642-55470877"
60976,"chr12",55785231,55785793,563,"*","chr12:55785231-55785793"
60979,"chr12",55810540,55810765,226,"*","chr12:55810540-55810765"
60982,"chr12",55815703,55815925,223,"*","chr12:55815703-55815925"
60987,"chr12",55851463,55851679,217,"*","chr12:55851463-55851679"
60991,"chr12",55904700,55905402,703,"*","chr12:55904700-55905402"
61028,"chr12",56402952,56403494,543,"*","chr12:56402952-56403494"
61042,"chr12",56591968,56592183,216,"*","chr12:56591968-56592183"
61061,"chr12",56867306,56867567,262,"*","chr12:56867306-56867567"
61062,"chr12",56876617,56876975,359,"*","chr12:56876617-56876975"
61082,"chr12",57072195,57072497,303,"*","chr12:57072195-57072497"
61122,"chr12",57457414,57457855,442,"*","chr12:57457414-57457855"
61125,"chr12",57478522,57479227,706,"*","chr12:57478522-57479227"
61166,"chr12",58211365,58211596,232,"*","chr12:58211365-58211596"
61197,"chr12",58554422,58554642,221,"*","chr12:58554422-58554642"
61242,"chr12",59139602,59139827,226,"*","chr12:59139602-59139827"
61257,"chr12",59410756,59411168,413,"*","chr12:59410756-59411168"
61277,"chr12",59762504,59762761,258,"*","chr12:59762504-59762761"
61298,"chr12",60700750,60700950,201,"*","chr12:60700750-60700950"
61302,"chr12",61329376,61329655,280,"*","chr12:61329376-61329655"
61326,"chr12",64116710,64116910,201,"*","chr12:64116710-64116910"
61370,"chr12",65062514,65062859,346,"*","chr12:65062514-65062859"
61375,"chr12",65187629,65187853,225,"*","chr12:65187629-65187853"
61383,"chr12",65362377,65362828,452,"*","chr12:65362377-65362828"
61387,"chr12",65393808,65394273,466,"*","chr12:65393808-65394273"
61401,"chr12",65624307,65624507,201,"*","chr12:65624307-65624507"
61406,"chr12",66276673,66277268,596,"*","chr12:66276673-66277268"
61421,"chr12",66657316,66657578,263,"*","chr12:66657316-66657578"
61429,"chr12",66939199,66939411,213,"*","chr12:66939199-66939411"
61438,"chr12",67220508,67222985,2478,"*","chr12:67220508-67222985"
61447,"chr12",67491361,67491662,302,"*","chr12:67491361-67491662"
61468,"chr12",68577727,68577954,228,"*","chr12:68577727-68577954"
61470,"chr12",68599914,68600646,733,"*","chr12:68599914-68600646"
61494,"chr12",68879640,68879994,355,"*","chr12:68879640-68879994"
61563,"chr12",69428209,69428704,496,"*","chr12:69428209-69428704"
61597,"chr12",69556030,69557112,1083,"*","chr12:69556030-69557112"
61608,"chr12",69644115,69644653,539,"*","chr12:69644115-69644653"
61612,"chr12",69674393,69675475,1083,"*","chr12:69674393-69675475"
61634,"chr12",69765662,69766083,422,"*","chr12:69765662-69766083"
61638,"chr12",69769824,69770078,255,"*","chr12:69769824-69770078"
61649,"chr12",69802583,69802792,210,"*","chr12:69802583-69802792"
61659,"chr12",69828460,69828775,316,"*","chr12:69828460-69828775"
61662,"chr12",69847936,69849007,1072,"*","chr12:69847936-69849007"
61669,"chr12",69867008,69867391,384,"*","chr12:69867008-69867391"
61670,"chr12",69872434,69872634,201,"*","chr12:69872434-69872634"
61676,"chr12",69894918,69895432,515,"*","chr12:69894918-69895432"
61713,"chr12",70071079,70071317,239,"*","chr12:70071079-70071317"
61731,"chr12",70134612,70135362,751,"*","chr12:70134612-70135362"
61749,"chr12",70214526,70214863,338,"*","chr12:70214526-70214863"
61764,"chr12",70277814,70278207,394,"*","chr12:70277814-70278207"
61794,"chr12",70523451,70523843,393,"*","chr12:70523451-70523843"
61863,"chr12",70826767,70826991,225,"*","chr12:70826767-70826991"
61894,"chr12",70967843,70969480,1638,"*","chr12:70967843-70969480"
61908,"chr12",71049821,71050160,340,"*","chr12:71049821-71050160"
61922,"chr12",71147881,71148109,229,"*","chr12:71147881-71148109"
61931,"chr12",71229199,71229765,567,"*","chr12:71229199-71229765"
61934,"chr12",71244707,71245535,829,"*","chr12:71244707-71245535"
61943,"chr12",71270906,71271231,326,"*","chr12:71270906-71271231"
61946,"chr12",71290782,71291530,749,"*","chr12:71290782-71291530"
61949,"chr12",71308363,71308806,444,"*","chr12:71308363-71308806"
61964,"chr12",71360282,71360683,402,"*","chr12:71360282-71360683"
61990,"chr12",71459098,71459331,234,"*","chr12:71459098-71459331"
61999,"chr12",71505975,71506618,644,"*","chr12:71505975-71506618"
62003,"chr12",71522223,71522909,687,"*","chr12:71522223-71522909"
62012,"chr12",71561616,71561864,249,"*","chr12:71561616-71561864"
62024,"chr12",71625373,71625594,222,"*","chr12:71625373-71625594"
62055,"chr12",71768484,71769349,866,"*","chr12:71768484-71769349"
62070,"chr12",71812509,71812925,417,"*","chr12:71812509-71812925"
62082,"chr12",71854072,71854729,658,"*","chr12:71854072-71854729"
62087,"chr12",71875194,71876402,1209,"*","chr12:71875194-71876402"
62095,"chr12",71891613,71891897,285,"*","chr12:71891613-71891897"
62098,"chr12",71899771,71899994,224,"*","chr12:71899771-71899994"
62109,"chr12",71926226,71926819,594,"*","chr12:71926226-71926819"
62114,"chr12",71939472,71939704,233,"*","chr12:71939472-71939704"
62128,"chr12",71984920,71985252,333,"*","chr12:71984920-71985252"
62135,"chr12",71998643,71999210,568,"*","chr12:71998643-71999210"
62141,"chr12",72031198,72032357,1160,"*","chr12:72031198-72032357"
62166,"chr12",72243052,72243275,224,"*","chr12:72243052-72243275"
62190,"chr12",72371234,72371518,285,"*","chr12:72371234-72371518"
62196,"chr12",72408236,72409107,872,"*","chr12:72408236-72409107"
62206,"chr12",72490204,72490531,328,"*","chr12:72490204-72490531"
62215,"chr12",72662396,72662646,251,"*","chr12:72662396-72662646"
62232,"chr12",72782490,72782855,366,"*","chr12:72782490-72782855"
62263,"chr12",73086040,73086338,299,"*","chr12:73086040-73086338"
62275,"chr12",73199575,73199965,391,"*","chr12:73199575-73199965"
62295,"chr12",73324498,73325243,746,"*","chr12:73324498-73325243"
62303,"chr12",73347572,73348049,478,"*","chr12:73347572-73348049"
62304,"chr12",73350733,73351972,1240,"*","chr12:73350733-73351972"
62326,"chr12",73411035,73411541,507,"*","chr12:73411035-73411541"
62334,"chr12",73445293,73446127,835,"*","chr12:73445293-73446127"
62374,"chr12",73616602,73617007,406,"*","chr12:73616602-73617007"
62378,"chr12",73632630,73633710,1081,"*","chr12:73632630-73633710"
62388,"chr12",73679650,73679883,234,"*","chr12:73679650-73679883"
62397,"chr12",73699388,73699935,548,"*","chr12:73699388-73699935"
62434,"chr12",73812815,73813726,912,"*","chr12:73812815-73813726"
62471,"chr12",73979953,73980175,223,"*","chr12:73979953-73980175"
62509,"chr12",74452559,74452885,327,"*","chr12:74452559-74452885"
62510,"chr12",74458473,74459111,639,"*","chr12:74458473-74459111"
62588,"chr12",75474256,75474679,424,"*","chr12:75474256-75474679"
62625,"chr12",75567412,75568311,900,"*","chr12:75567412-75568311"
62627,"chr12",75570399,75570646,248,"*","chr12:75570399-75570646"
62630,"chr12",75583993,75584421,429,"*","chr12:75583993-75584421"
62632,"chr12",75599450,75599949,500,"*","chr12:75599450-75599949"
62634,"chr12",75623014,75623282,269,"*","chr12:75623014-75623282"
62637,"chr12",75656813,75657135,323,"*","chr12:75656813-75657135"
62646,"chr12",75702715,75703104,390,"*","chr12:75702715-75703104"
62663,"chr12",75766570,75767368,799,"*","chr12:75766570-75767368"
62674,"chr12",75828380,75828659,280,"*","chr12:75828380-75828659"
62677,"chr12",75833556,75834822,1267,"*","chr12:75833556-75834822"
62698,"chr12",75885273,75885473,201,"*","chr12:75885273-75885473"
62707,"chr12",75928307,75928555,249,"*","chr12:75928307-75928555"
62711,"chr12",75978897,75979880,984,"*","chr12:75978897-75979880"
62720,"chr12",75998367,75998904,538,"*","chr12:75998367-75998904"
62722,"chr12",76005746,76006149,404,"*","chr12:76005746-76006149"
62723,"chr12",76007147,76007514,368,"*","chr12:76007147-76007514"
62724,"chr12",76013617,76013977,361,"*","chr12:76013617-76013977"
62725,"chr12",76015240,76016109,870,"*","chr12:76015240-76016109"
62794,"chr12",76367791,76368036,246,"*","chr12:76367791-76368036"
62806,"chr12",76463655,76463860,206,"*","chr12:76463655-76463860"
62809,"chr12",76472242,76472705,464,"*","chr12:76472242-76472705"
62867,"chr12",76640835,76641108,274,"*","chr12:76640835-76641108"
62883,"chr12",76709481,76711030,1550,"*","chr12:76709481-76711030"
62897,"chr12",76806868,76807167,300,"*","chr12:76806868-76807167"
62907,"chr12",76853997,76854358,362,"*","chr12:76853997-76854358"
62909,"chr12",76865576,76865776,201,"*","chr12:76865576-76865776"
62921,"chr12",76907522,76907848,327,"*","chr12:76907522-76907848"
62925,"chr12",76918708,76918913,206,"*","chr12:76918708-76918913"
62930,"chr12",76931944,76932553,610,"*","chr12:76931944-76932553"
62935,"chr12",76954887,76955719,833,"*","chr12:76954887-76955719"
62952,"chr12",77052759,77053266,508,"*","chr12:77052759-77053266"
62976,"chr12",77168585,77168881,297,"*","chr12:77168585-77168881"
63006,"chr12",77352389,77352592,204,"*","chr12:77352389-77352592"
63010,"chr12",77480716,77481051,336,"*","chr12:77480716-77481051"
63021,"chr12",77539864,77540407,544,"*","chr12:77539864-77540407"
63052,"chr12",77742654,77743456,803,"*","chr12:77742654-77743456"
63085,"chr12",77993104,77993313,210,"*","chr12:77993104-77993313"
63107,"chr12",78129275,78130486,1212,"*","chr12:78129275-78130486"
63126,"chr12",78227306,78227688,383,"*","chr12:78227306-78227688"
63177,"chr12",78918376,78918782,407,"*","chr12:78918376-78918782"
63184,"chr12",78982024,78982664,641,"*","chr12:78982024-78982664"
63231,"chr12",79191010,79192531,1522,"*","chr12:79191010-79192531"
63239,"chr12",79255199,79255399,201,"*","chr12:79255199-79255399"
63252,"chr12",79326081,79326797,717,"*","chr12:79326081-79326797"
63263,"chr12",79362539,79362791,253,"*","chr12:79362539-79362791"
63285,"chr12",79465898,79466333,436,"*","chr12:79465898-79466333"
63289,"chr12",79482122,79482461,340,"*","chr12:79482122-79482461"
63300,"chr12",79512082,79512841,760,"*","chr12:79512082-79512841"
63305,"chr12",79535492,79536605,1114,"*","chr12:79535492-79536605"
63310,"chr12",79548856,79549577,722,"*","chr12:79548856-79549577"
63319,"chr12",79598406,79599040,635,"*","chr12:79598406-79599040"
63337,"chr12",79653832,79654251,420,"*","chr12:79653832-79654251"
63351,"chr12",79707417,79708836,1420,"*","chr12:79707417-79708836"
63368,"chr12",79756552,79756829,278,"*","chr12:79756552-79756829"
63375,"chr12",79774752,79775368,617,"*","chr12:79774752-79775368"
63388,"chr12",79811366,79811638,273,"*","chr12:79811366-79811638"
63390,"chr12",79813874,79814307,434,"*","chr12:79813874-79814307"
63395,"chr12",79826088,79826461,374,"*","chr12:79826088-79826461"
63403,"chr12",79846782,79847203,422,"*","chr12:79846782-79847203"
63413,"chr12",79871199,79871810,612,"*","chr12:79871199-79871810"
63424,"chr12",79902323,79902758,436,"*","chr12:79902323-79902758"
63446,"chr12",79960053,79960506,454,"*","chr12:79960053-79960506"
63450,"chr12",79966842,79967084,243,"*","chr12:79966842-79967084"
63456,"chr12",79982674,79983012,339,"*","chr12:79982674-79983012"
63497,"chr12",80106648,80107226,579,"*","chr12:80106648-80107226"
63501,"chr12",80115217,80116165,949,"*","chr12:80115217-80116165"
63508,"chr12",80132256,80133254,999,"*","chr12:80132256-80133254"
63523,"chr12",80202099,80202443,345,"*","chr12:80202099-80202443"
63552,"chr12",80292096,80292568,473,"*","chr12:80292096-80292568"
63565,"chr12",80338255,80338581,327,"*","chr12:80338255-80338581"
63601,"chr12",80524481,80524719,239,"*","chr12:80524481-80524719"
63628,"chr12",80632016,80632505,490,"*","chr12:80632016-80632505"
63635,"chr12",80687901,80688412,512,"*","chr12:80687901-80688412"
63637,"chr12",80694689,80695458,770,"*","chr12:80694689-80695458"
63638,"chr12",80701572,80701787,216,"*","chr12:80701572-80701787"
63641,"chr12",80714131,80714776,646,"*","chr12:80714131-80714776"
63650,"chr12",80760543,80761000,458,"*","chr12:80760543-80761000"
63673,"chr12",80816094,80816390,297,"*","chr12:80816094-80816390"
63688,"chr12",80843352,80844711,1360,"*","chr12:80843352-80844711"
63708,"chr12",80929069,80929416,348,"*","chr12:80929069-80929416"
63724,"chr12",80998793,80999392,600,"*","chr12:80998793-80999392"
63761,"chr12",81594904,81595559,656,"*","chr12:81594904-81595559"
63766,"chr12",81657640,81658298,659,"*","chr12:81657640-81658298"
63777,"chr12",81690902,81691784,883,"*","chr12:81690902-81691784"
63811,"chr12",81886106,81886306,201,"*","chr12:81886106-81886306"
63812,"chr12",81892052,81892504,453,"*","chr12:81892052-81892504"
63890,"chr12",82273188,82273557,370,"*","chr12:82273188-82273557"
63939,"chr12",82400621,82401958,1338,"*","chr12:82400621-82401958"
64008,"chr12",82841571,82842132,562,"*","chr12:82841571-82842132"
64010,"chr12",82896366,82896790,425,"*","chr12:82896366-82896790"
64018,"chr12",82935260,82935949,690,"*","chr12:82935260-82935949"
64043,"chr12",83068973,83069281,309,"*","chr12:83068973-83069281"
64073,"chr12",83186058,83186298,241,"*","chr12:83186058-83186298"
64095,"chr12",83286658,83287325,668,"*","chr12:83286658-83287325"
64098,"chr12",83308762,83309173,412,"*","chr12:83308762-83309173"
64101,"chr12",83327697,83327944,248,"*","chr12:83327697-83327944"
64108,"chr12",83344859,83345093,235,"*","chr12:83344859-83345093"
64120,"chr12",83411838,83412688,851,"*","chr12:83411838-83412688"
64122,"chr12",83418157,83418497,341,"*","chr12:83418157-83418497"
64152,"chr12",83528138,83528338,201,"*","chr12:83528138-83528338"
64159,"chr12",83555385,83556024,640,"*","chr12:83555385-83556024"
64181,"chr12",83687055,83687454,400,"*","chr12:83687055-83687454"
64246,"chr12",83940027,83940551,525,"*","chr12:83940027-83940551"
64265,"chr12",84023250,84023846,597,"*","chr12:84023250-84023846"
64301,"chr12",84182175,84182518,344,"*","chr12:84182175-84182518"
64304,"chr12",84187882,84188237,356,"*","chr12:84187882-84188237"
64312,"chr12",84203910,84204796,887,"*","chr12:84203910-84204796"
64335,"chr12",84284987,84286233,1247,"*","chr12:84284987-84286233"
64339,"chr12",84316291,84317781,1491,"*","chr12:84316291-84317781"
64341,"chr12",84321397,84321642,246,"*","chr12:84321397-84321642"
64355,"chr12",84388909,84389506,598,"*","chr12:84388909-84389506"
64381,"chr12",84546007,84546503,497,"*","chr12:84546007-84546503"
64383,"chr12",84570260,84570588,329,"*","chr12:84570260-84570588"
64384,"chr12",84571856,84572240,385,"*","chr12:84571856-84572240"
64399,"chr12",84710253,84710520,268,"*","chr12:84710253-84710520"
64417,"chr12",84790948,84791496,549,"*","chr12:84790948-84791496"
64431,"chr12",84858506,84859266,761,"*","chr12:84858506-84859266"
64446,"chr12",84920847,84921110,264,"*","chr12:84920847-84921110"
64460,"chr12",85076878,85077087,210,"*","chr12:85076878-85077087"
64527,"chr12",85339004,85339838,835,"*","chr12:85339004-85339838"
64529,"chr12",85342515,85342857,343,"*","chr12:85342515-85342857"
64559,"chr12",85455042,85455972,931,"*","chr12:85455042-85455972"
64578,"chr12",85522801,85523590,790,"*","chr12:85522801-85523590"
64591,"chr12",85581408,85582463,1056,"*","chr12:85581408-85582463"
64595,"chr12",85589946,85590373,428,"*","chr12:85589946-85590373"
64604,"chr12",85619554,85620615,1062,"*","chr12:85619554-85620615"
64605,"chr12",85621839,85622182,344,"*","chr12:85621839-85622182"
64613,"chr12",85631913,85632267,355,"*","chr12:85631913-85632267"
64629,"chr12",85691910,85692284,375,"*","chr12:85691910-85692284"
64646,"chr12",85766399,85766805,407,"*","chr12:85766399-85766805"
64675,"chr12",85907808,85908254,447,"*","chr12:85907808-85908254"
64685,"chr12",85937614,85937954,341,"*","chr12:85937614-85937954"
64712,"chr12",86027195,86027540,346,"*","chr12:86027195-86027540"
64734,"chr12",86105614,86106164,551,"*","chr12:86105614-86106164"
64735,"chr12",86109756,86110221,466,"*","chr12:86109756-86110221"
64744,"chr12",86152202,86152430,229,"*","chr12:86152202-86152430"
64747,"chr12",86167123,86167650,528,"*","chr12:86167123-86167650"
64752,"chr12",86192133,86192687,555,"*","chr12:86192133-86192687"
64765,"chr12",86281149,86281362,214,"*","chr12:86281149-86281362"
64776,"chr12",86336712,86337251,540,"*","chr12:86336712-86337251"
64795,"chr12",86421240,86422245,1006,"*","chr12:86421240-86422245"
64811,"chr12",86478611,86478890,280,"*","chr12:86478611-86478890"
64820,"chr12",86502076,86502301,226,"*","chr12:86502076-86502301"
64823,"chr12",86511816,86512361,546,"*","chr12:86511816-86512361"
64848,"chr12",86646937,86647310,374,"*","chr12:86646937-86647310"
64862,"chr12",86714286,86714535,250,"*","chr12:86714286-86714535"
64870,"chr12",86775762,86776061,300,"*","chr12:86775762-86776061"
64879,"chr12",86800924,86802807,1884,"*","chr12:86800924-86802807"
64917,"chr12",86904430,86905734,1305,"*","chr12:86904430-86905734"
64922,"chr12",86914651,86915219,569,"*","chr12:86914651-86915219"
64927,"chr12",86938672,86939284,613,"*","chr12:86938672-86939284"
64945,"chr12",87026321,87027242,922,"*","chr12:87026321-87027242"
64948,"chr12",87040535,87040735,201,"*","chr12:87040535-87040735"
64969,"chr12",87165225,87165649,425,"*","chr12:87165225-87165649"
64973,"chr12",87219567,87219775,209,"*","chr12:87219567-87219775"
64975,"chr12",87260756,87261050,295,"*","chr12:87260756-87261050"
64978,"chr12",87278393,87278948,556,"*","chr12:87278393-87278948"
64988,"chr12",87353383,87353668,286,"*","chr12:87353383-87353668"
65027,"chr12",88039071,88039602,532,"*","chr12:88039071-88039602"
65066,"chr12",88630016,88630437,422,"*","chr12:88630016-88630437"
65077,"chr12",88802860,88803447,588,"*","chr12:88802860-88803447"
65095,"chr12",89121513,89121719,207,"*","chr12:89121513-89121719"
65128,"chr12",89590705,89590969,265,"*","chr12:89590705-89590969"
65134,"chr12",89699425,89699987,563,"*","chr12:89699425-89699987"
65143,"chr12",89831474,89831933,460,"*","chr12:89831474-89831933"
65154,"chr12",89976846,89977187,342,"*","chr12:89976846-89977187"
65157,"chr12",89993177,89993593,417,"*","chr12:89993177-89993593"
65163,"chr12",90142896,90143365,470,"*","chr12:90142896-90143365"
65173,"chr12",90229320,90229546,227,"*","chr12:90229320-90229546"
65213,"chr12",90944793,90945051,259,"*","chr12:90944793-90945051"
65240,"chr12",91335590,91335947,358,"*","chr12:91335590-91335947"
65279,"chr12",91667695,91668199,505,"*","chr12:91667695-91668199"
65287,"chr12",91683675,91684104,430,"*","chr12:91683675-91684104"
65298,"chr12",91712895,91713216,322,"*","chr12:91712895-91713216"
65313,"chr12",91764088,91765047,960,"*","chr12:91764088-91765047"
65321,"chr12",91786398,91786920,523,"*","chr12:91786398-91786920"
65323,"chr12",91789795,91790212,418,"*","chr12:91789795-91790212"
65326,"chr12",91799091,91799469,379,"*","chr12:91799091-91799469"
65328,"chr12",91805756,91806070,315,"*","chr12:91805756-91806070"
65334,"chr12",91833441,91834063,623,"*","chr12:91833441-91834063"
65345,"chr12",91948122,91949165,1044,"*","chr12:91948122-91949165"
65356,"chr12",92053826,92054159,334,"*","chr12:92053826-92054159"
65387,"chr12",92529973,92530539,567,"*","chr12:92529973-92530539"
65403,"chr12",93152844,93153329,486,"*","chr12:93152844-93153329"
65412,"chr12",93374711,93375389,679,"*","chr12:93374711-93375389"
65454,"chr12",94395436,94395713,278,"*","chr12:94395436-94395713"
65455,"chr12",94400040,94400513,474,"*","chr12:94400040-94400513"
65482,"chr12",94691526,94691794,269,"*","chr12:94691526-94691794"
65501,"chr12",95174197,95174420,224,"*","chr12:95174197-95174420"
65523,"chr12",95552538,95553366,829,"*","chr12:95552538-95553366"
65587,"chr12",96817171,96817472,302,"*","chr12:96817171-96817472"
65605,"chr12",97304915,97305543,629,"*","chr12:97304915-97305543"
65630,"chr12",97896529,97897195,667,"*","chr12:97896529-97897195"
65652,"chr12",98107461,98107711,251,"*","chr12:98107461-98107711"
65658,"chr12",98179397,98179597,201,"*","chr12:98179397-98179597"
65660,"chr12",98187579,98187999,421,"*","chr12:98187579-98187999"
65675,"chr12",98266335,98266563,229,"*","chr12:98266335-98266563"
65717,"chr12",98683410,98684096,687,"*","chr12:98683410-98684096"
65758,"chr12",99005635,99005857,223,"*","chr12:99005635-99005857"
65762,"chr12",99041845,99042108,264,"*","chr12:99041845-99042108"
