"peak_index","seqnames","start","end","width","strand","name","peak_detection","top_peak_col","p_value","fdr","is_batch_peak"
64929,"chr12",86946864,86947777,914,"*","chr12:86946864-86947777",4371,2230,5.69334736258511e-08,2.22918847399574e-07,TRUE
176447,"chr3",30602076,30603359,1284,"*","chr3:30602076-30603359",4371,5780,0.00292815244207502,0.00580982627395837,TRUE
155250,"chr2",32534574,32535966,1393,"*","chr2:32534574-32535966",4370,5162,7.99704276615353e-17,8.18581400943418e-16,TRUE
50821,"chr11",97744251,97745625,1375,"*","chr11:97744251-97745625",4368,1725,7.30854631898334e-18,8.23034495381007e-17,TRUE
70971,"chr13",24799976,24801836,1861,"*","chr13:24799976-24801836",4368,2395,1.18260713430732e-30,3.89015504706356e-29,TRUE
103435,"chr15",76380242,76380829,588,"*","chr15:76380242-76380829",4366,3286,0.254868560198731,0.324177766724409,FALSE
51062,"chr11",98775148,98776227,1080,"*","chr11:98775148-98776227",4364,1748,3.40589915066864e-19,4.34425912075082e-18,TRUE
250157,"chr7",63924789,63926543,1755,"*","chr7:63924789-63926543",4363,8349,0.142350474250268,0.193674114626216,FALSE
5704,"chr1",64121325,64122658,1334,"*","chr1:64121325-64122658",4361,142,1.16668855211135e-05,3.38563131779266e-05,TRUE
246243,"chr7",19092731,19094781,2051,"*","chr7:19092731-19094781",4359,8094,0.245329343896661,0.313880941525923,FALSE
241893,"chr6",125088374,125090469,2096,"*","chr6:125088374-125090469",4358,7940,0.000118880813664311,0.000298545488860649,TRUE
256315,"chr7",111122132,111123240,1109,"*","chr7:111122132-111123240",4356,8539,0.000116428650395145,0.000293566945020538,TRUE
29853,"chr10",76442271,76443311,1041,"*","chr10:76442271-76443311",4355,817,1,1,FALSE
154690,"chr2",30363926,30364582,657,"*","chr2:30363926-30364582",4353,5114,0.509019479303655,0.59023594538921,FALSE
262344,"chr8",4238089,4239486,1398,"*","chr8:4238089-4239486",4352,8761,0.174199595095874,0.232346882896988,FALSE
11041,"chr1",119837009,119838029,1021,"*","chr1:119837009-119838029",4351,310,0.020081617150201,0.0331817864345688,TRUE
171494,"chr2",164878595,164880455,1861,"*","chr2:164878595-164880455",4351,5645,5.72912887032347e-11,3.19705852138586e-10,TRUE
122456,"chr17",25272688,25274606,1919,"*","chr17:25272688-25274606",4350,3973,2.00222603874131e-10,1.05158930606161e-09,TRUE
233128,"chr6",52012130,52013290,1161,"*","chr6:52012130-52013290",4350,7660,2.92440294355536e-06,9.25443969479543e-06,TRUE
295510,"chrX",18161864,18163542,1679,"*","chrX:18161864-18163542",4350,9894,9.27563572952471e-55,2.31890893238118e-52,TRUE
183046,"chr3",95818219,95820140,1922,"*","chr3:95818219-95820140",4349,5978,0.0222891405590046,0.0365635507857686,TRUE
110658,"chr16",18083342,18084281,940,"*","chr16:18083342-18084281",4348,3646,0.288250339224361,0.361306516952069,FALSE
6721,"chr1",74047370,74048330,961,"*","chr1:74047370-74048330",4347,174,1,1,FALSE
119048,"chr16",93711075,93712436,1362,"*","chr16:93711075-93712436",4346,3844,6.47922606794377e-49,8.3067000871074e-47,TRUE
61622,"chr12",69724324,69725576,1253,"*","chr12:69724324-69725576",4345,2133,0.611759366461464,0.687262641145199,FALSE
284862,"chr9",59750507,59751795,1289,"*","chr9:59750507-59751795",4345,9521,5.16507455983038e-09,2.27736973537495e-08,TRUE
291629,"chr9",107296213,107297247,1035,"*","chr9:107296213-107297247",4342,9728,0.00751388168522756,0.0135924053640151,TRUE
90628,"chr14",65343372,65344491,1120,"*","chr14:65343372-65344491",4341,2979,5.71064730779221e-13,3.93295269131695e-12,TRUE
237399,"chr6",91473109,91474221,1113,"*","chr6:91473109-91474221",4341,7818,1.24233872361978e-07,4.68100498726368e-07,TRUE
148710,"chr19",46395178,46396104,927,"*","chr19:46395178-46396104",4340,4923,0.154836627698827,0.208899929437166,FALSE
9445,"chr1",91459144,91459986,843,"*","chr1:91459144-91459986",4339,265,0.00898886461069928,0.0159773633322063,TRUE
30666,"chr10",80590195,80590996,802,"*","chr10:80590195-80590996",4339,887,9.02247978493609e-33,3.47018453266773e-31,TRUE
134509,"chr18",31759302,31760910,1609,"*","chr18:31759302-31760910",4338,4391,0.157866530156653,0.212700795145045,FALSE
6854,"chr1",74587534,74588644,1111,"*","chr1:74587534-74588644",4337,188,0.860509616564969,0.914243347901759,FALSE
290636,"chr9",100545530,100546642,1113,"*","chr9:100545530-100546642",4337,9687,0.567392153475551,0.644031956271908,FALSE
30807,"chr10",81182647,81183505,859,"*","chr10:81182647-81183505",4335,912,0.207181958783103,0.270260838485655,FALSE
206169,"chr4",138453488,138455631,2144,"*","chr4:138453488-138455631",4335,6724,0.0808501903020472,0.117378325061044,FALSE
104664,"chr15",81729480,81730492,1013,"*","chr15:81729480-81730492",4334,3359,1.73897490847942e-06,5.69782080104659e-06,TRUE
124763,"chr17",35240891,35242557,1667,"*","chr17:35240891-35242557",4333,4113,0.0509260111062997,0.077536557713611,FALSE
36016,"chr10",122096693,122098045,1353,"*","chr10:122096693-122098045",4331,1061,0.00100056375422235,0.00214713251979045,TRUE
247459,"chr7",30231485,30232616,1132,"*","chr7:30231485-30232616",4329,8208,1.82110689690229e-05,5.1560217919091e-05,TRUE
131287,"chr17",87106899,87108100,1202,"*","chr17:87106899-87108100",4328,4322,3.62210868693442e-16,3.4300271656576e-15,TRUE
39535,"chr11",23305688,23307473,1786,"*","chr11:23305688-23307473",4326,1234,1.42301547333866e-08,6.00935588403152e-08,TRUE
157945,"chr2",59160134,59162262,2129,"*","chr2:59160134-59162262",4321,5237,0.754711607726951,0.819092259308608,FALSE
45536,"chr11",69096708,69097542,835,"*","chr11:69096708-69097542",4318,1440,5.07341112573705e-30,1.60550984991679e-28,TRUE
108895,"chr16",4879516,4881090,1575,"*","chr16:4879516-4881090",4318,3576,0.0719058233706772,0.105495632879515,FALSE
114720,"chr16",44172483,44173954,1472,"*","chr16:44172483-44173954",4317,3760,0.000311466641185588,0.000730114020594441,TRUE
185935,"chr3",121291425,121292426,1002,"*","chr3:121291425-121292426",4316,6099,9.56905989349656e-17,9.54995997354946e-16,TRUE
78694,"chr13",85288553,85289922,1370,"*","chr13:85288553-85289922",4315,2613,0.943595290711023,0.988057896032485,FALSE
20654,"chr1",191575051,191576421,1371,"*","chr1:191575051-191576421",4314,577,0.000182393797379984,0.000445950604841036,TRUE
149553,"chr19",53390060,53391175,1116,"*","chr19:53390060-53391175",4311,4950,0.0033291657300988,0.00652266012950392,TRUE
233767,"chr6",54816522,54817938,1417,"*","chr6:54816522-54817938",4311,7676,0.000160031596027846,0.000395139743278632,TRUE
287174,"chr9",70678585,70679945,1361,"*","chr9:70678585-70679945",4311,9597,6.1843675429902e-18,7.0436987961164e-17,TRUE
132367,"chr18",7626409,7627435,1027,"*","chr18:7626409-7627435",4310,4350,0.326938207169058,0.40392578354112,FALSE
269213,"chr8",70897256,70898475,1220,"*","chr8:70897256-70898475",4310,8965,7.70798244886186e-08,2.96917659817483e-07,TRUE
153996,"chr2",27246867,27247849,983,"*","chr2:27246867-27247849",4309,5082,0.625453537454283,0.700037690621556,FALSE
269157,"chr8",70723449,70724495,1047,"*","chr8:70723449-70724495",4307,8955,8.13270279866606e-13,5.5324508834463e-12,TRUE
225531,"chr5",137348103,137350663,2561,"*","chr5:137348103-137350663",4305,7417,5.70054908312702e-06,1.7232615124326e-05,TRUE
291704,"chr9",107553886,107555613,1728,"*","chr9:107553886-107555613",4304,9735,3.51838771604096e-13,2.48825156721426e-12,TRUE
78157,"chr13",75707181,75708726,1546,"*","chr13:75707181-75708726",4298,2601,0.101671279945346,0.14356294824251,FALSE
87326,"chr14",34673457,34674682,1226,"*","chr14:34673457-34674682",4298,2857,1.18984783731503e-07,4.5035875750001e-07,TRUE
234765,"chr6",70791637,70792680,1044,"*","chr6:70791637-70792680",4298,7699,0.00289643443235226,0.00575374340951978,TRUE
278251,"chr9",7763620,7764741,1122,"*","chr9:7763620-7764741",4298,9298,0.451730766504762,0.533204398612797,FALSE
25016,"chr10",34019085,34020167,1083,"*","chr10:34019085-34020167",4297,667,1.21599703315652e-05,3.5205472876564e-05,TRUE
45714,"chr11",69900568,69902120,1553,"*","chr11:69900568-69902120",4297,1467,4.01292678478053e-08,1.60388760382915e-07,TRUE
178142,"chr3",51276095,51277911,1817,"*","chr3:51276095-51277911",4297,5822,0.00176714095632568,0.00364509273169489,TRUE
211,"chr1",7397734,7398644,911,"*","chr1:7397734-7398644",4296,6,0.000352391898203099,0.000817235385443179,TRUE
16406,"chr1",164248612,164249608,997,"*","chr1:164248612-164249608",4295,454,3.4135843269962e-06,1.06541333551692e-05,TRUE
213023,"chr5",36464621,36465504,884,"*","chr5:36464621-36465504",4295,7013,1,1,FALSE
155018,"chr2",31688084,31688863,780,"*","chr2:31688084-31688863",4294,5139,1.43561396755803e-06,4.74740068636914e-06,TRUE
164933,"chr2",119476495,119478597,2103,"*","chr2:119476495-119478597",4294,5406,0.700583855423292,0.769534111844565,FALSE
183120,"chr3",96159988,96162778,2791,"*","chr3:96159988-96162778",4294,5987,0.340727093623491,0.418355608494701,FALSE
140703,"chr18",75366493,75367893,1401,"*","chr18:75366493-75367893",4291,4574,2.53414035980166e-08,1.03434300400068e-07,TRUE
269177,"chr8",70792214,70793316,1103,"*","chr8:70792214-70793316",4289,8960,0.112338834100802,0.156547985090304,FALSE
182139,"chr3",88685421,88686592,1172,"*","chr3:88685421-88686592",4288,5910,0.416909297074467,0.497386419797742,FALSE
9888,"chr1",93803642,93804651,1010,"*","chr1:93803642-93804651",4287,282,0.0410167204325041,0.0636115391322955,FALSE
184050,"chr3",101805468,101806713,1246,"*","chr3:101805468-101806713",4287,6036,2.49638217527675e-09,1.13782232236862e-08,TRUE
104764,"chr15",82146707,82147736,1030,"*","chr15:82146707-82147736",4286,3377,0.000119214556120012,0.000299233323594408,TRUE
148509,"chr19",45363487,45364413,927,"*","chr19:45363487-45364413",4286,4910,0.17467293466748,0.232787091010021,FALSE
253889,"chr7",90475857,90476927,1071,"*","chr7:90475857-90476927",4285,8454,0.512319882365418,0.593237473790433,FALSE
6951,"chr1",75214433,75215357,925,"*","chr1:75214433-75215357",4284,201,8.53022613081811e-05,0.000219624771648252,TRUE
153340,"chr2",23067918,23069707,1790,"*","chr2:23067918-23069707",4284,5040,3.65013655719084e-12,2.30711951553819e-11,TRUE
139313,"chr18",65430483,65431618,1136,"*","chr18:65430483-65431618",4281,4538,0.0365757373217259,0.0573467189114549,FALSE
182284,"chr3",89418086,89419421,1336,"*","chr3:89418086-89419421",4281,5925,0.000104835678928856,0.000266893276295458,TRUE
30706,"chr10",80742114,80742887,774,"*","chr10:80742114-80742887",4280,897,3.20295768324298e-06,1.00532256222316e-05,TRUE
207334,"chr4",143161761,143162748,988,"*","chr4:143161761-143162748",4280,6771,0.000209058167380479,0.000504727589040268,TRUE
278081,"chr9",4376072,4377065,994,"*","chr9:4376072-4377065",4280,9296,8.52225228574909e-11,4.65696846215797e-10,TRUE
254077,"chr7",92874251,92875566,1316,"*","chr7:92874251-92875566",4278,8460,9.38254080741745e-06,2.75794850306216e-05,TRUE
54388,"chr11",116023963,116025048,1086,"*","chr11:116023963-116025048",4277,1907,0.100268794931436,0.141742712653995,FALSE
104644,"chr15",81584954,81586718,1765,"*","chr15:81584954-81586718",4277,3356,1.78505631044992e-29,5.3766756338853e-28,TRUE
237180,"chr6",90507735,90508832,1098,"*","chr6:90507735-90508832",4275,7810,0.0665782025521517,0.0985467770162103,FALSE
4874,"chr1",58711261,58713589,2329,"*","chr1:58711261-58713589",4274,123,0.623438777962137,0.698296122269419,FALSE
124469,"chr17",33908807,33909816,1010,"*","chr17:33908807-33909816",4274,4080,0.00234305602388529,0.00472390327396229,TRUE
177397,"chr3",38484384,38485486,1103,"*","chr3:38484384-38485486",4274,5807,1.98376025016417e-06,6.465972132217e-06,TRUE
33740,"chr10",100486939,100487951,1013,"*","chr10:100486939-100487951",4273,1008,4.76486179677422e-14,3.71095155512011e-13,TRUE
234070,"chr6",57534998,57536121,1124,"*","chr6:57534998-57536121",4273,7685,1.30753770267402e-24,2.71273382297515e-23,TRUE
191309,"chr4",9668658,9669720,1063,"*","chr4:9668658-9669720",4272,6210,0.000204427297368963,0.000494024401568302,TRUE
269173,"chr8",70776525,70777590,1066,"*","chr8:70776525-70777590",4272,8959,0.0732849766644479,0.10723584528014,FALSE
207594,"chr4",148038461,148039646,1186,"*","chr4:148038461-148039646",4271,6785,1.67528846640564e-05,4.77290161369127e-05,TRUE
278267,"chr9",7836559,7837682,1124,"*","chr9:7836559-7837682",4270,9299,0.0398364738835625,0.0620699187964514,FALSE
279862,"chr9",25151109,25152434,1326,"*","chr9:25151109-25152434",4267,9363,0.189907099806913,0.25073554239096,FALSE
119548,"chr16",96127431,96128484,1054,"*","chr16:96127431-96128484",4266,3860,1.07252016780394e-16,1.06824717908759e-15,TRUE
149086,"chr19",47730819,47732368,1550,"*","chr19:47730819-47732368",4266,4944,5.13888658007403e-09,2.26782285087115e-08,TRUE
30919,"chr10",81570695,81572111,1417,"*","chr10:81570695-81572111",4265,933,0.000110118229077149,0.000278921552880316,TRUE
45607,"chr11",69418698,69419372,675,"*","chr11:69418698-69419372",4265,1452,3.03137364251285e-27,8.01950699077475e-26,TRUE
111013,"chr16",20717275,20718315,1041,"*","chr16:20717275-20718315",4265,3669,1,1,FALSE
137293,"chr18",53744431,53745439,1009,"*","chr18:53744431-53745439",4264,4496,0.00554522790642233,0.0103736813112019,TRUE
70184,"chr13",17804798,17805868,1071,"*","chr13:17804798-17805868",4263,2367,2.17088241733052e-15,1.94175529278222e-14,TRUE
15838,"chr1",160212373,160213652,1280,"*","chr1:160212373-160213652",4261,437,4.23512929515617e-09,1.88731252012307e-08,TRUE
30662,"chr10",80577358,80578926,1569,"*","chr10:80577358-80578926",4261,886,5.6877590651618e-09,2.49682136310878e-08,TRUE
108575,"chr15",103304047,103306465,2419,"*","chr15:103304047-103306465",4260,3546,0.0700692166711615,0.10319472263794,FALSE
128654,"chr17",71001911,71003247,1337,"*","chr17:71001911-71003247",4260,4255,2.01141201676597e-07,7.3772735514141e-07,TRUE
214058,"chr5",45857206,45858287,1082,"*","chr5:45857206-45858287",4260,7038,6.34257643773729e-10,3.15701422251579e-09,TRUE
973,"chr1",16656595,16657799,1205,"*","chr1:16656595-16657799",4256,26,4.30152210265561e-20,6.0414636273253e-19,TRUE
279542,"chr9",22070507,22071756,1250,"*","chr9:22070507-22071756",4256,9353,1.28220502388761e-10,6.90099582286121e-10,TRUE
212428,"chr5",33629229,33630207,979,"*","chr5:33629229-33630207",4254,6987,2.22192142060338e-14,1.78038575368861e-13,TRUE
34178,"chr10",108331797,108333756,1960,"*","chr10:108331797-108333756",4253,1013,5.42235464030674e-14,4.18391561752063e-13,TRUE
108920,"chr16",4964040,4964897,858,"*","chr16:4964040-4964897",4253,3582,0.0690233713196136,0.101924647548159,FALSE
895,"chr1",16104260,16106651,2392,"*","chr1:16104260-16106651",4251,24,5.50095563265137e-09,2.42119526085008e-08,TRUE
36880,"chr10",128303039,128304236,1198,"*","chr10:128303039-128304236",4251,1103,0.311666944594667,0.387356381549424,FALSE
69407,"chr13",9093548,9094976,1429,"*","chr13:9093548-9094976",4250,2350,1.46602267883634e-36,8.23608246537268e-35,TRUE
112741,"chr16",31199786,31201718,1933,"*","chr16:31199786-31201718",4249,3709,0.000820318676781934,0.00179088937172682,TRUE
160136,"chr2",73892005,73893339,1335,"*","chr2:73892005-73893339",4248,5281,1.87775274140702e-09,8.72561682809954e-09,TRUE
30858,"chr10",81350286,81351197,912,"*","chr10:81350286-81351197",4247,918,1,1,FALSE
142921,"chr19",5803228,5804086,859,"*","chr19:5803228-5804086",4247,4674,6.71944809784298e-28,1.8259369831095e-26,TRUE
201366,"chr4",109676190,109677257,1068,"*","chr4:109676190-109677257",4246,6484,1,1,FALSE
104811,"chr15",82345924,82346691,768,"*","chr15:82345924-82346691",4245,3380,2.42068026012567e-09,1.10432493618872e-08,TRUE
103454,"chr15",76511642,76512524,883,"*","chr15:76511642-76512524",4241,3288,0.00211970694520663,0.00431191414550654,TRUE
112402,"chr16",30008143,30010132,1990,"*","chr16:30008143-30010132",4237,3696,0.913315429639275,0.958760686163421,FALSE
48389,"chr11",84179280,84180600,1321,"*","chr11:84179280-84180600",4236,1613,9.71763623778018e-06,2.85141908385569e-05,TRUE
180761,"chr3",79567377,79568566,1190,"*","chr3:79567377-79568566",4234,5871,3.38223682459854e-13,2.39535185878083e-12,TRUE
176779,"chr3",32736423,32737574,1152,"*","chr3:32736423-32737574",4233,5791,0.274571265407787,0.346243714259505,FALSE
221796,"chr5",115543432,115544480,1049,"*","chr5:115543432-115544480",4233,7252,7.47458127253872e-05,0.000193742386535477,TRUE
9734,"chr1",92934196,92935072,877,"*","chr1:92934196-92935072",4232,273,3.1099496621658e-09,1.40214141666628e-08,TRUE
165288,"chr2",121955742,121957139,1398,"*","chr2:121955742-121957139",4232,5426,0.0260071354375645,0.0420827434264798,TRUE
171472,"chr2",164804654,164805550,897,"*","chr2:164804654-164805550",4232,5642,0.00806011971979684,0.0144914054652946,TRUE
70738,"chr13",23738406,23740390,1985,"*","chr13:23738406-23740390",4230,2389,0.0002338903712061,0.000559011403456261,TRUE
222272,"chr5",118244885,118245652,768,"*","chr5:118244885-118245652",4229,7269,0.146873347230177,0.199069323976928,FALSE
207551,"chr4",147868107,147869170,1064,"*","chr4:147868107-147869170",4228,6783,8.33457738442566e-06,2.46439307641208e-05,TRUE
32266,"chr10",91123438,91124553,1116,"*","chr10:91123438-91124553",4225,975,3.04675107005376e-24,6.09350214010752e-23,TRUE
175363,"chr3",19187623,19188833,1211,"*","chr3:19187623-19188833",4224,5759,0.00141464569956394,0.00297069655515317,TRUE
257301,"chr7",116307042,116309177,2136,"*","chr7:116307042-116309177",4224,8561,0.0253391101709046,0.0410948916167769,TRUE
55626,"chr11",120491414,120493190,1777,"*","chr11:120491414-120493190",4223,1973,0.954291726638785,0.998004315664908,FALSE
9825,"chr1",93511640,93512736,1097,"*","chr1:93511640-93512736",4221,278,0.023748798106229,0.0387040386346626,TRUE
105969,"chr15",88867227,88868576,1350,"*","chr15:88867227-88868576",4221,3423,0.493830144180452,0.574510737920356,FALSE
136881,"chr18",49755309,49756235,927,"*","chr18:49755309-49756235",4221,4487,0.0625934606465962,0.0934509714042941,FALSE
105943,"chr15",88751152,88752365,1214,"*","chr15:88751152-88752365",4220,3415,2.52096561528575e-24,5.10316926171204e-23,TRUE
128496,"chr17",69382594,69384499,1906,"*","chr17:69382594-69384499",4220,4250,0.00184978710470472,0.00379999868258873,TRUE
188154,"chr3",137864009,137864830,822,"*","chr3:137864009-137864830",4218,6155,1.22554741940999e-11,7.26896452793589e-11,TRUE
202003,"chr4",116720603,116721496,894,"*","chr4:116720603-116721496",4216,6513,1.6280961747431e-05,4.64374265471507e-05,TRUE
108092,"chr15",101246112,101247237,1126,"*","chr15:101246112-101247237",4214,3519,2.84709945026263e-11,1.64192586520336e-10,TRUE
230213,"chr6",29767970,29769368,1399,"*","chr6:29767970-29769368",4214,7568,1.40555010827017e-12,9.320624060147e-12,TRUE
37752,"chr11",6415454,6416952,1499,"*","chr11:6415454-6416952",4213,1183,2.30282517440122e-11,1.3388518455821e-10,TRUE
271903,"chr8",91313135,91313989,855,"*","chr8:91313135-91313989",4213,9081,6.03984921328362e-23,1.06335373473303e-21,TRUE
92931,"chr14",79480840,79482721,1882,"*","chr14:79480840-79482721",4212,3042,0.000318400955038964,0.00074392746504431,TRUE
139706,"chr18",67724035,67725092,1058,"*","chr18:67724035-67725092",4212,4545,3.62665345871852e-19,4.60235210497274e-18,TRUE
183386,"chr3",97756538,97757473,936,"*","chr3:97756538-97757473",4210,6011,0.747472237793826,0.812709269229645,FALSE
64658,"chr12",85824399,85825453,1055,"*","chr12:85824399-85825453",4208,2219,0.000464265698328415,0.0010561094138499,TRUE
246253,"chr7",19131357,19132010,654,"*","chr7:19131357-19132010",4207,8096,0.00543321582219832,0.0101898271234027,TRUE
108307,"chr15",102203024,102204518,1495,"*","chr15:102203024-102204518",4206,3529,2.13571354515316e-13,1.53885801363441e-12,TRUE
149444,"chr19",53038193,53039153,961,"*","chr19:53038193-53039153",4206,4946,0.00311553182409484,0.00614261006327847,TRUE
175436,"chr3",19628033,19629559,1527,"*","chr3:19628033-19629559",4206,5761,2.61796131240808e-06,8.36944153583146e-06,TRUE
226768,"chr5",143731820,143732920,1101,"*","chr5:143731820-143732920",4206,7478,8.80603199315204e-17,8.91298784731988e-16,TRUE
61252,"chr12",59218933,59220409,1477,"*","chr12:59218933-59220409",4205,2121,0.799160385658523,0.857652270507108,FALSE
193723,"chr4",43561623,43562960,1338,"*","chr4:43561623-43562960",4204,6296,2.50612002575416e-11,1.45030094082996e-10,TRUE
279580,"chr9",22327146,22328628,1483,"*","chr9:22327146-22328628",4204,9359,0.538142879322207,0.616429415031164,FALSE
57581,"chr12",17544273,17545713,1441,"*","chr12:17544273-17545713",4202,2038,2.37320663604691e-26,5.78830886840709e-25,TRUE
88801,"chr14",54253692,54254489,798,"*","chr14:54253692-54254489",4202,2903,0.0336854382451894,0.0532323613229921,FALSE
32282,"chr10",91181329,91182525,1197,"*","chr10:91181329-91182525",4200,977,3.10144043539249e-07,1.10844904767423e-06,TRUE
181711,"chr3",86223690,86225361,1672,"*","chr3:86223690-86225361",4200,5888,0.0751764669310314,0.109778719233399,FALSE
13804,"chr1",138619137,138620496,1360,"*","chr1:138619137-138620496",4199,386,0.0729326916263581,0.106777064101772,FALSE
45606,"chr11",69417446,69418548,1103,"*","chr11:69417446-69418548",4199,1451,1.04882855487236e-36,6.09784043530442e-35,TRUE
164705,"chr2",118388177,118389177,1001,"*","chr2:118388177-118389177",4199,5388,0.00267837769961719,0.00535461355381286,TRUE
230816,"chr6",33059462,33060741,1280,"*","chr6:33059462-33060741",4199,7582,1.6273932886004e-14,1.31879520956272e-13,TRUE
48533,"chr11",85139750,85140648,899,"*","chr11:85139750-85140648",4197,1621,6.43445716819796e-49,8.3067000871074e-47,TRUE
136058,"chr18",42275031,42276060,1030,"*","chr18:42275031-42276060",4196,4475,0.107528350715194,0.150811151073204,FALSE
179168,"chr3",57575019,57577010,1992,"*","chr3:57575019-57577010",4193,5838,0.00317358671067037,0.00624721793439049,TRUE
85842,"chr14",26637420,26638723,1304,"*","chr14:26637420-26638723",4192,2810,0.000444357222498531,0.00101312636228575,TRUE
131505,"chr17",88065628,88066871,1244,"*","chr17:88065628-88066871",4192,4331,0.131872635016226,0.180845632221923,FALSE
139151,"chr18",64887065,64888357,1293,"*","chr18:64887065-64888357",4192,4534,0.0413787031939296,0.0640934064342156,FALSE
29954,"chr10",76961743,76962547,805,"*","chr10:76961743-76962547",4191,819,2.76813989259729e-19,3.53982083452339e-18,TRUE
186211,"chr3",122244922,122246532,1611,"*","chr3:122244922-122246532",4189,6114,2.3232038554316e-09,1.06276480120384e-08,TRUE
239508,"chr6",108212270,108213515,1246,"*","chr6:108212270-108213515",4189,7852,0.000227206680835356,0.000544337999126392,TRUE
250147,"chr7",63896526,63897803,1278,"*","chr7:63896526-63897803",4188,8346,1.94663366884154e-07,7.16728154949022e-07,TRUE
110183,"chr16",14159040,14160088,1049,"*","chr16:14159040-14160088",4187,3620,7.80616152207309e-82,7.80616152207309e-79,TRUE
36886,"chr10",128337426,128338366,941,"*","chr10:128337426-128338366",4185,1105,2.27738184315412e-08,9.35654002939244e-08,TRUE
153015,"chr2",19657240,19658930,1691,"*","chr2:19657240-19658930",4185,5034,5.97948538578201e-15,5.09325842059796e-14,TRUE
86634,"chr14",31128185,31129418,1234,"*","chr14:31128185-31129418",4183,2840,0.0222117117587277,0.0364484932043448,TRUE
49629,"chr11",90249101,90250116,1016,"*","chr11:90249101-90250116",4182,1665,0.0010479157564581,0.00224393095601307,TRUE
298978,"chrX",136741276,136742390,1115,"*","chrX:136741276-136742390",4181,9966,2.85066914124683e-06,9.04974330554549e-06,TRUE
43766,"chr11",59163186,59164167,982,"*","chr11:59163186-59164167",4180,1373,1.10680432268495e-15,1.01355707205582e-14,TRUE
143266,"chr19",7217265,7218112,848,"*","chr19:7217265-7218112",4179,4721,0.00979908092064272,0.0172823296660365,TRUE
64559,"chr12",85455042,85455972,931,"*","chr12:85455042-85455972",4178,2215,8.69438463997132e-10,4.21648139668832e-09,TRUE
51589,"chr11",101442100,101442731,632,"*","chr11:101442100-101442731",4177,1787,0.0011934626322734,0.00253174084063089,TRUE
197637,"chr4",82505383,82507457,2075,"*","chr4:82505383-82507457",4174,6385,7.79355906996844e-08,2.9952187048303e-07,TRUE
134988,"chr18",34954027,34955541,1515,"*","chr18:34954027-34955541",4171,4420,7.20791083937186e-12,4.40043396787049e-11,TRUE
30493,"chr10",79959703,79960478,776,"*","chr10:79959703-79960478",4170,858,1.48259773657873e-16,1.4592497407271e-15,TRUE
193391,"chr4",40853522,40854804,1283,"*","chr4:40853522-40854804",4170,6265,1.40855924218053e-16,1.38911167867902e-15,TRUE
281317,"chr9",37207963,37208686,724,"*","chr9:37207963-37208686",4169,9385,0.00788657825812634,0.0141947052882044,TRUE
18827,"chr1",180850544,180851429,886,"*","chr1:180850544-180851429",4168,534,8.9898586566385e-30,2.79188157038463e-28,TRUE
206474,"chr4",139622543,139623392,850,"*","chr4:139622543-139623392",4167,6738,0.00244540535269153,0.00491519732071359,TRUE
228698,"chr6",8509081,8510566,1486,"*","chr6:8509081-8510566",4167,7538,4.66264046314508e-05,0.000124803010255489,TRUE
123583,"chr17",29489887,29491150,1264,"*","chr17:29489887-29491150",4166,4040,1.21228582933728e-26,3.06132785186181e-25,TRUE
210789,"chr5",21054584,21056727,2144,"*","chr5:21054584-21056727",4166,6919,0.00333916706752974,0.00653969265086123,TRUE
259033,"chr7",127966705,127968774,2070,"*","chr7:127966705-127968774",4166,8657,2.90762028452541e-13,2.07390890479701e-12,TRUE
15938,"chr1",161034425,161035485,1061,"*","chr1:161034425-161035485",4165,440,4.230751064569e-10,2.15634610834302e-09,TRUE
143038,"chr19",6276114,6277230,1117,"*","chr19:6276114-6277230",4165,4693,2.75122201385718e-19,3.5272077100733e-18,TRUE
96225,"chr15",5116115,5116969,855,"*","chr15:5116115-5116969",4164,3103,0.0237080528588754,0.0386880758140917,TRUE
248928,"chr7",45459175,45460336,1162,"*","chr7:45459175-45460336",4164,8303,2.786127948853e-29,8.29204746682441e-28,TRUE
55449,"chr11",119942112,119943409,1298,"*","chr11:119942112-119943409",4163,1954,6.40443229617186e-15,5.44594583007811e-14,TRUE
246206,"chr7",18910118,18911024,907,"*","chr7:18910118-18911024",4163,8089,0.888072185127352,0.938423664333084,FALSE
63145,"chr12",78748362,78750011,1650,"*","chr12:78748362-78750011",4162,2170,0.00159928920976052,0.00332492559201772,TRUE
36563,"chr10",126978307,126979194,888,"*","chr10:126978307-126979194",4161,1071,8.93811430157494e-17,8.99206670178565e-16,TRUE
30601,"chr10",80329400,80330425,1026,"*","chr10:80329400-80330425",4158,882,6.26252253406332e-52,1.15972639519691e-49,TRUE
45593,"chr11",69395225,69396630,1406,"*","chr11:69395225-69396630",4158,1447,0.497163129935836,0.577827905550716,FALSE
142209,"chr18",84850879,84851726,848,"*","chr18:84850879-84851726",4158,4601,1,1,FALSE
281112,"chr9",35210739,35211688,950,"*","chr9:35210739-35211688",4158,9380,0.00223480850028629,0.00452573612856681,TRUE
225576,"chr5",137600398,137601520,1123,"*","chr5:137600398-137601520",4156,7420,0.151207569258016,0.204555694342554,FALSE
26006,"chr10",42501794,42503276,1483,"*","chr10:42501794-42503276",4155,703,0.308756549777008,0.384025559424139,FALSE
