"peak_index","seqnames","start","end","width","strand","name"
1034,"chr1",17718631,17718981,351,"*","chr1:17718631-17718981"
1035,"chr1",17727121,17728085,965,"*","chr1:17727121-17728085"
1036,"chr1",17742187,17742394,208,"*","chr1:17742187-17742394"
1037,"chr1",17768137,17768467,331,"*","chr1:17768137-17768467"
1038,"chr1",17980843,17981094,252,"*","chr1:17980843-17981094"
1039,"chr1",18013084,18013358,275,"*","chr1:18013084-18013358"
1040,"chr1",18057878,18059131,1254,"*","chr1:18057878-18059131"
1041,"chr1",18106325,18106615,291,"*","chr1:18106325-18106615"
1042,"chr1",18106998,18107203,206,"*","chr1:18106998-18107203"
1043,"chr1",18193950,18194150,201,"*","chr1:18193950-18194150"
1044,"chr1",18223470,18224305,836,"*","chr1:18223470-18224305"
1045,"chr1",18272779,18273134,356,"*","chr1:18272779-18273134"
1046,"chr1",18289117,18289317,201,"*","chr1:18289117-18289317"
1047,"chr1",18367239,18367492,254,"*","chr1:18367239-18367492"
1048,"chr1",18416503,18416916,414,"*","chr1:18416503-18416916"
1049,"chr1",18485287,18485487,201,"*","chr1:18485287-18485487"
1050,"chr1",18511949,18512152,204,"*","chr1:18511949-18512152"
1051,"chr1",18524760,18525057,298,"*","chr1:18524760-18525057"
1052,"chr1",18861205,18861573,369,"*","chr1:18861205-18861573"
1053,"chr1",18973713,18974649,937,"*","chr1:18973713-18974649"
1054,"chr1",18975089,18975511,423,"*","chr1:18975089-18975511"
1055,"chr1",19088369,19088620,252,"*","chr1:19088369-19088620"
1056,"chr1",19096945,19097254,310,"*","chr1:19096945-19097254"
1057,"chr1",19109910,19110190,281,"*","chr1:19109910-19110190"
1058,"chr1",19119341,19119679,339,"*","chr1:19119341-19119679"
1059,"chr1",19179068,19179532,465,"*","chr1:19179068-19179532"
1060,"chr1",19199176,19199376,201,"*","chr1:19199176-19199376"
1061,"chr1",19205809,19206191,383,"*","chr1:19205809-19206191"
1062,"chr1",19209055,19209404,350,"*","chr1:19209055-19209404"
1063,"chr1",19209856,19210644,789,"*","chr1:19209856-19210644"
1064,"chr1",19210830,19211582,753,"*","chr1:19210830-19211582"
1065,"chr1",19211802,19212327,526,"*","chr1:19211802-19212327"
1066,"chr1",19217652,19217926,275,"*","chr1:19217652-19217926"
1067,"chr1",19223792,19224062,271,"*","chr1:19223792-19224062"
1068,"chr1",19226084,19226663,580,"*","chr1:19226084-19226663"
1069,"chr1",19226992,19227193,202,"*","chr1:19226992-19227193"
1070,"chr1",19228532,19229022,491,"*","chr1:19228532-19229022"
1071,"chr1",19231298,19231908,611,"*","chr1:19231298-19231908"
1072,"chr1",19235041,19235312,272,"*","chr1:19235041-19235312"
1073,"chr1",19236827,19237150,324,"*","chr1:19236827-19237150"
1074,"chr1",19240239,19240591,353,"*","chr1:19240239-19240591"
1075,"chr1",19240788,19241226,439,"*","chr1:19240788-19241226"
1076,"chr1",19241566,19241906,341,"*","chr1:19241566-19241906"
1077,"chr1",19242113,19242468,356,"*","chr1:19242113-19242468"
1078,"chr1",19244822,19245617,796,"*","chr1:19244822-19245617"
1079,"chr1",19250878,19251168,291,"*","chr1:19250878-19251168"
1080,"chr1",19291174,19291605,432,"*","chr1:19291174-19291605"
1081,"chr1",19303946,19304369,424,"*","chr1:19303946-19304369"
1082,"chr1",19321358,19322138,781,"*","chr1:19321358-19322138"
1083,"chr1",19337405,19337676,272,"*","chr1:19337405-19337676"
1084,"chr1",19382614,19383021,408,"*","chr1:19382614-19383021"
1085,"chr1",19385100,19385306,207,"*","chr1:19385100-19385306"
1086,"chr1",19388707,19389619,913,"*","chr1:19388707-19389619"
1087,"chr1",19409656,19409988,333,"*","chr1:19409656-19409988"
1088,"chr1",19412567,19412869,303,"*","chr1:19412567-19412869"
1089,"chr1",19421158,19422034,877,"*","chr1:19421158-19422034"
1090,"chr1",19427468,19428029,562,"*","chr1:19427468-19428029"
1091,"chr1",19452866,19453101,236,"*","chr1:19452866-19453101"
1092,"chr1",19458657,19459649,993,"*","chr1:19458657-19459649"
1093,"chr1",19460054,19460515,462,"*","chr1:19460054-19460515"
1094,"chr1",19473503,19474154,652,"*","chr1:19473503-19474154"
1095,"chr1",19497894,19498531,638,"*","chr1:19497894-19498531"
1096,"chr1",19507917,19508192,276,"*","chr1:19507917-19508192"
1097,"chr1",19522729,19523203,475,"*","chr1:19522729-19523203"
1098,"chr1",19523241,19523680,440,"*","chr1:19523241-19523680"
1099,"chr1",19528925,19529296,372,"*","chr1:19528925-19529296"
1100,"chr1",19531560,19532092,533,"*","chr1:19531560-19532092"
1101,"chr1",19534786,19535695,910,"*","chr1:19534786-19535695"
1102,"chr1",19562194,19562735,542,"*","chr1:19562194-19562735"
1103,"chr1",19565996,19566411,416,"*","chr1:19565996-19566411"
1104,"chr1",19568073,19568316,244,"*","chr1:19568073-19568316"
1105,"chr1",19605648,19606090,443,"*","chr1:19605648-19606090"
1106,"chr1",19612135,19612343,209,"*","chr1:19612135-19612343"
1107,"chr1",19620937,19621454,518,"*","chr1:19620937-19621454"
1108,"chr1",19672674,19673431,758,"*","chr1:19672674-19673431"
1109,"chr1",19681416,19681693,278,"*","chr1:19681416-19681693"
1110,"chr1",19683755,19684316,562,"*","chr1:19683755-19684316"
1111,"chr1",19733066,19733399,334,"*","chr1:19733066-19733399"
1112,"chr1",19794332,19794629,298,"*","chr1:19794332-19794629"
1113,"chr1",19850094,19850315,222,"*","chr1:19850094-19850315"
1114,"chr1",19899459,19899902,444,"*","chr1:19899459-19899902"
1115,"chr1",19951329,19951891,563,"*","chr1:19951329-19951891"
1116,"chr1",19973222,19973889,668,"*","chr1:19973222-19973889"
1117,"chr1",19974203,19974493,291,"*","chr1:19974203-19974493"
1118,"chr1",20058469,20058783,315,"*","chr1:20058469-20058783"
1119,"chr1",20069844,20070241,398,"*","chr1:20069844-20070241"
1120,"chr1",20132164,20132745,582,"*","chr1:20132164-20132745"
1121,"chr1",20135308,20135591,284,"*","chr1:20135308-20135591"
1122,"chr1",20141126,20141413,288,"*","chr1:20141126-20141413"
1123,"chr1",20150162,20151250,1089,"*","chr1:20150162-20151250"
1124,"chr1",20153077,20153317,241,"*","chr1:20153077-20153317"
1125,"chr1",20161480,20161793,314,"*","chr1:20161480-20161793"
1126,"chr1",20171397,20171614,218,"*","chr1:20171397-20171614"
1127,"chr1",20190281,20191116,836,"*","chr1:20190281-20191116"
1128,"chr1",20206742,20207183,442,"*","chr1:20206742-20207183"
1129,"chr1",20260673,20260897,225,"*","chr1:20260673-20260897"
1130,"chr1",20306335,20306606,272,"*","chr1:20306335-20306606"
1131,"chr1",20311162,20311386,225,"*","chr1:20311162-20311386"
1132,"chr1",20311711,20312024,314,"*","chr1:20311711-20312024"
1133,"chr1",20326085,20326758,674,"*","chr1:20326085-20326758"
1134,"chr1",20330389,20330669,281,"*","chr1:20330389-20330669"
1135,"chr1",20346324,20346614,291,"*","chr1:20346324-20346614"
1136,"chr1",20349978,20350191,214,"*","chr1:20349978-20350191"
1137,"chr1",20364461,20364968,508,"*","chr1:20364461-20364968"
1138,"chr1",20368916,20369142,227,"*","chr1:20368916-20369142"
1139,"chr1",20369439,20369663,225,"*","chr1:20369439-20369663"
1140,"chr1",20390890,20391415,526,"*","chr1:20390890-20391415"
1141,"chr1",20398341,20398917,577,"*","chr1:20398341-20398917"
1142,"chr1",20408807,20409222,416,"*","chr1:20408807-20409222"
1143,"chr1",20414912,20415302,391,"*","chr1:20414912-20415302"
1144,"chr1",20424109,20424309,201,"*","chr1:20424109-20424309"
1145,"chr1",20428466,20429075,610,"*","chr1:20428466-20429075"
1146,"chr1",20441974,20442241,268,"*","chr1:20441974-20442241"
1147,"chr1",20450278,20450583,306,"*","chr1:20450278-20450583"
1148,"chr1",20454752,20455182,431,"*","chr1:20454752-20455182"
1149,"chr1",20477641,20478458,818,"*","chr1:20477641-20478458"
1150,"chr1",20495959,20496218,260,"*","chr1:20495959-20496218"
1151,"chr1",20503542,20503836,295,"*","chr1:20503542-20503836"
1152,"chr1",20507931,20508598,668,"*","chr1:20507931-20508598"
1153,"chr1",20512063,20512434,372,"*","chr1:20512063-20512434"
1154,"chr1",20512994,20513206,213,"*","chr1:20512994-20513206"
1155,"chr1",20513961,20514178,218,"*","chr1:20513961-20514178"
1156,"chr1",20544775,20545035,261,"*","chr1:20544775-20545035"
1157,"chr1",20551579,20551873,295,"*","chr1:20551579-20551873"
1158,"chr1",20554307,20554937,631,"*","chr1:20554307-20554937"
1159,"chr1",20566745,20567071,327,"*","chr1:20566745-20567071"
1160,"chr1",20569098,20570318,1221,"*","chr1:20569098-20570318"
1161,"chr1",20571670,20571965,296,"*","chr1:20571670-20571965"
1162,"chr1",20604713,20604913,201,"*","chr1:20604713-20604913"
1163,"chr1",20605379,20606204,826,"*","chr1:20605379-20606204"
1164,"chr1",20606668,20607016,349,"*","chr1:20606668-20607016"
1165,"chr1",20607505,20607732,228,"*","chr1:20607505-20607732"
1166,"chr1",20612790,20613172,383,"*","chr1:20612790-20613172"
1167,"chr1",20617868,20618676,809,"*","chr1:20617868-20618676"
1168,"chr1",20619322,20619910,589,"*","chr1:20619322-20619910"
1169,"chr1",20653705,20654747,1043,"*","chr1:20653705-20654747"
1170,"chr1",20655231,20655610,380,"*","chr1:20655231-20655610"
1171,"chr1",20666394,20667167,774,"*","chr1:20666394-20667167"
1172,"chr1",20672228,20672447,220,"*","chr1:20672228-20672447"
1173,"chr1",20678185,20678564,380,"*","chr1:20678185-20678564"
1174,"chr1",20686076,20686581,506,"*","chr1:20686076-20686581"
1175,"chr1",20691557,20691928,372,"*","chr1:20691557-20691928"
1176,"chr1",20700237,20700458,222,"*","chr1:20700237-20700458"
1177,"chr1",20725016,20725680,665,"*","chr1:20725016-20725680"
1178,"chr1",20736246,20736602,357,"*","chr1:20736246-20736602"
1179,"chr1",20738538,20739005,468,"*","chr1:20738538-20739005"
1180,"chr1",20754718,20754962,245,"*","chr1:20754718-20754962"
1181,"chr1",20757626,20758329,704,"*","chr1:20757626-20758329"
1182,"chr1",20759639,20759908,270,"*","chr1:20759639-20759908"
1183,"chr1",20765924,20766148,225,"*","chr1:20765924-20766148"
1184,"chr1",20766538,20767283,746,"*","chr1:20766538-20767283"
1185,"chr1",20774221,20774551,331,"*","chr1:20774221-20774551"
1186,"chr1",20788417,20788975,559,"*","chr1:20788417-20788975"
1187,"chr1",20799276,20799541,266,"*","chr1:20799276-20799541"
1188,"chr1",20800155,20800520,366,"*","chr1:20800155-20800520"
1189,"chr1",20801806,20802209,404,"*","chr1:20801806-20802209"
1190,"chr1",20803472,20803961,490,"*","chr1:20803472-20803961"
1191,"chr1",20810771,20811373,603,"*","chr1:20810771-20811373"
1192,"chr1",20817364,20817779,416,"*","chr1:20817364-20817779"
1193,"chr1",20820049,20820780,732,"*","chr1:20820049-20820780"
1194,"chr1",20824029,20824278,250,"*","chr1:20824029-20824278"
1195,"chr1",20825763,20826114,352,"*","chr1:20825763-20826114"
1196,"chr1",20863925,20864333,409,"*","chr1:20863925-20864333"
1197,"chr1",20867729,20867948,220,"*","chr1:20867729-20867948"
1198,"chr1",20871078,20871420,343,"*","chr1:20871078-20871420"
1199,"chr1",20879589,20879809,221,"*","chr1:20879589-20879809"
1200,"chr1",20890284,20891583,1300,"*","chr1:20890284-20891583"
1201,"chr1",20895252,20895564,313,"*","chr1:20895252-20895564"
1202,"chr1",20898352,20899204,853,"*","chr1:20898352-20899204"
1203,"chr1",20912304,20913225,922,"*","chr1:20912304-20913225"
1204,"chr1",20921250,20921450,201,"*","chr1:20921250-20921450"
1205,"chr1",20922635,20923783,1149,"*","chr1:20922635-20923783"
1206,"chr1",20933474,20933996,523,"*","chr1:20933474-20933996"
1207,"chr1",20939094,20939641,548,"*","chr1:20939094-20939641"
1208,"chr1",20940311,20940695,385,"*","chr1:20940311-20940695"
1209,"chr1",20941993,20942641,649,"*","chr1:20941993-20942641"
1210,"chr1",20951262,20952091,830,"*","chr1:20951262-20952091"
1211,"chr1",20958581,20958810,230,"*","chr1:20958581-20958810"
1212,"chr1",20974805,20975106,302,"*","chr1:20974805-20975106"
1213,"chr1",20981646,20982165,520,"*","chr1:20981646-20982165"
1214,"chr1",20994584,20994842,259,"*","chr1:20994584-20994842"
1215,"chr1",20995514,20996094,581,"*","chr1:20995514-20996094"
1216,"chr1",20996794,20997367,574,"*","chr1:20996794-20997367"
1217,"chr1",20997898,20998851,954,"*","chr1:20997898-20998851"
1218,"chr1",21002470,21003173,704,"*","chr1:21002470-21003173"
1219,"chr1",21008193,21008510,318,"*","chr1:21008193-21008510"
1220,"chr1",21008936,21009343,408,"*","chr1:21008936-21009343"
1221,"chr1",21010527,21010955,429,"*","chr1:21010527-21010955"
1222,"chr1",21014584,21015020,437,"*","chr1:21014584-21015020"
1223,"chr1",21023158,21023604,447,"*","chr1:21023158-21023604"
1224,"chr1",21025479,21025736,258,"*","chr1:21025479-21025736"
1225,"chr1",21033739,21034157,419,"*","chr1:21033739-21034157"
1226,"chr1",21034567,21034812,246,"*","chr1:21034567-21034812"
1227,"chr1",21036125,21036325,201,"*","chr1:21036125-21036325"
1228,"chr1",21040653,21041782,1130,"*","chr1:21040653-21041782"
1229,"chr1",21051070,21051642,573,"*","chr1:21051070-21051642"
1230,"chr1",21052331,21053247,917,"*","chr1:21052331-21053247"
1231,"chr1",21059948,21060219,272,"*","chr1:21059948-21060219"
1232,"chr1",21067880,21068263,384,"*","chr1:21067880-21068263"
1233,"chr1",21068635,21068946,312,"*","chr1:21068635-21068946"
1234,"chr1",21070451,21071190,740,"*","chr1:21070451-21071190"
1235,"chr1",21073014,21073348,335,"*","chr1:21073014-21073348"
1236,"chr1",21074196,21074781,586,"*","chr1:21074196-21074781"
1237,"chr1",21075986,21076508,523,"*","chr1:21075986-21076508"
1238,"chr1",21077406,21077762,357,"*","chr1:21077406-21077762"
1239,"chr1",21078906,21079968,1063,"*","chr1:21078906-21079968"
1240,"chr1",21085493,21085874,382,"*","chr1:21085493-21085874"
1241,"chr1",21089578,21090308,731,"*","chr1:21089578-21090308"
1242,"chr1",21091864,21092383,520,"*","chr1:21091864-21092383"
1243,"chr1",21094938,21095300,363,"*","chr1:21094938-21095300"
1244,"chr1",21095702,21096006,305,"*","chr1:21095702-21096006"
1245,"chr1",21097233,21097758,526,"*","chr1:21097233-21097758"
1246,"chr1",21101266,21102178,913,"*","chr1:21101266-21102178"
1247,"chr1",21106405,21106733,329,"*","chr1:21106405-21106733"
1248,"chr1",21124908,21125581,674,"*","chr1:21124908-21125581"
1249,"chr1",21132555,21132851,297,"*","chr1:21132555-21132851"
1250,"chr1",21151265,21151494,230,"*","chr1:21151265-21151494"
1251,"chr1",21161913,21162270,358,"*","chr1:21161913-21162270"
1252,"chr1",21166241,21167114,874,"*","chr1:21166241-21167114"
1253,"chr1",21218458,21219131,674,"*","chr1:21218458-21219131"
1254,"chr1",21225173,21225383,211,"*","chr1:21225173-21225383"
1255,"chr1",21227899,21228377,479,"*","chr1:21227899-21228377"
1256,"chr1",21228888,21229575,688,"*","chr1:21228888-21229575"
1257,"chr1",21231891,21233101,1211,"*","chr1:21231891-21233101"
1258,"chr1",21239975,21240917,943,"*","chr1:21239975-21240917"
1259,"chr1",21248180,21248396,217,"*","chr1:21248180-21248396"
1260,"chr1",21251597,21252027,431,"*","chr1:21251597-21252027"
1261,"chr1",21252532,21253472,941,"*","chr1:21252532-21253472"
1262,"chr1",21254071,21254530,460,"*","chr1:21254071-21254530"
1263,"chr1",21256690,21256911,222,"*","chr1:21256690-21256911"
1264,"chr1",21267016,21267226,211,"*","chr1:21267016-21267226"
1265,"chr1",21271498,21272656,1159,"*","chr1:21271498-21272656"
1266,"chr1",21274766,21275001,236,"*","chr1:21274766-21275001"
1267,"chr1",21276213,21276549,337,"*","chr1:21276213-21276549"
1268,"chr1",21285627,21285853,227,"*","chr1:21285627-21285853"
1269,"chr1",21296391,21296731,341,"*","chr1:21296391-21296731"
1270,"chr1",21298235,21298613,379,"*","chr1:21298235-21298613"
1271,"chr1",21299873,21300338,466,"*","chr1:21299873-21300338"
1272,"chr1",21301724,21302203,480,"*","chr1:21301724-21302203"
1273,"chr1",21304773,21305060,288,"*","chr1:21304773-21305060"
1274,"chr1",21305569,21306033,465,"*","chr1:21305569-21306033"
1275,"chr1",21315992,21316263,272,"*","chr1:21315992-21316263"
1276,"chr1",21324122,21324713,592,"*","chr1:21324122-21324713"
1277,"chr1",21326932,21327337,406,"*","chr1:21326932-21327337"
1278,"chr1",21328157,21328477,321,"*","chr1:21328157-21328477"
1279,"chr1",21333787,21334072,286,"*","chr1:21333787-21334072"
1280,"chr1",21335673,21335967,295,"*","chr1:21335673-21335967"
1281,"chr1",21344501,21344866,366,"*","chr1:21344501-21344866"
1282,"chr1",21345095,21345318,224,"*","chr1:21345095-21345318"
1283,"chr1",21391201,21391754,554,"*","chr1:21391201-21391754"
1284,"chr1",21407487,21407778,292,"*","chr1:21407487-21407778"
1285,"chr1",21411410,21412120,711,"*","chr1:21411410-21412120"
1286,"chr1",21419615,21419826,212,"*","chr1:21419615-21419826"
1287,"chr1",21448401,21448814,414,"*","chr1:21448401-21448814"
1288,"chr1",21461101,21461557,457,"*","chr1:21461101-21461557"
1289,"chr1",21469363,21469621,259,"*","chr1:21469363-21469621"
1290,"chr1",21486215,21486880,666,"*","chr1:21486215-21486880"
1291,"chr1",21499822,21500264,443,"*","chr1:21499822-21500264"
1292,"chr1",21520530,21520749,220,"*","chr1:21520530-21520749"
1293,"chr1",21531010,21531818,809,"*","chr1:21531010-21531818"
1294,"chr1",21535839,21536046,208,"*","chr1:21535839-21536046"
1295,"chr1",21538588,21539087,500,"*","chr1:21538588-21539087"
1296,"chr1",21543814,21544628,815,"*","chr1:21543814-21544628"
1297,"chr1",21632599,21632933,335,"*","chr1:21632599-21632933"
1298,"chr1",21669810,21670094,285,"*","chr1:21669810-21670094"
1299,"chr1",21676910,21677195,286,"*","chr1:21676910-21677195"
1300,"chr1",21690620,21691087,468,"*","chr1:21690620-21691087"
1301,"chr1",21767927,21768229,303,"*","chr1:21767927-21768229"
1302,"chr1",21774209,21774445,237,"*","chr1:21774209-21774445"
1303,"chr1",21777751,21778039,289,"*","chr1:21777751-21778039"
1304,"chr1",21780476,21780740,265,"*","chr1:21780476-21780740"
1305,"chr1",21797986,21798485,500,"*","chr1:21797986-21798485"
1306,"chr1",21829884,21830553,670,"*","chr1:21829884-21830553"
1307,"chr1",21838771,21838977,207,"*","chr1:21838771-21838977"
1308,"chr1",21870486,21871393,908,"*","chr1:21870486-21871393"
1309,"chr1",21883976,21884317,342,"*","chr1:21883976-21884317"
1310,"chr1",21889605,21890105,501,"*","chr1:21889605-21890105"
1311,"chr1",21904926,21905263,338,"*","chr1:21904926-21905263"
1312,"chr1",21919433,21919751,319,"*","chr1:21919433-21919751"
1313,"chr1",21927392,21927677,286,"*","chr1:21927392-21927677"
1314,"chr1",21935708,21936003,296,"*","chr1:21935708-21936003"
1315,"chr1",21954691,21955088,398,"*","chr1:21954691-21955088"
1316,"chr1",21960870,21962628,1759,"*","chr1:21960870-21962628"
1317,"chr1",21979488,21979698,211,"*","chr1:21979488-21979698"
1318,"chr1",22036508,22036749,242,"*","chr1:22036508-22036749"
1319,"chr1",22073375,22073701,327,"*","chr1:22073375-22073701"
1320,"chr1",22105768,22105968,201,"*","chr1:22105768-22105968"
1321,"chr1",22116633,22116985,353,"*","chr1:22116633-22116985"
1322,"chr1",22117776,22118020,245,"*","chr1:22117776-22118020"
1323,"chr1",22118496,22118772,277,"*","chr1:22118496-22118772"
1324,"chr1",22121431,22121777,347,"*","chr1:22121431-22121777"
1325,"chr1",22136874,22137191,318,"*","chr1:22136874-22137191"
1326,"chr1",22167974,22168228,255,"*","chr1:22167974-22168228"
1327,"chr1",22193383,22193636,254,"*","chr1:22193383-22193636"
1328,"chr1",22200293,22200620,328,"*","chr1:22200293-22200620"
1329,"chr1",22207127,22207447,321,"*","chr1:22207127-22207447"
1330,"chr1",22253401,22253704,304,"*","chr1:22253401-22253704"
1331,"chr1",22254401,22254756,356,"*","chr1:22254401-22254756"
1332,"chr1",22261974,22262669,696,"*","chr1:22261974-22262669"
1333,"chr1",22268804,22269510,707,"*","chr1:22268804-22269510"
1334,"chr1",22274211,22274637,427,"*","chr1:22274211-22274637"
1335,"chr1",22275450,22275991,542,"*","chr1:22275450-22275991"
1336,"chr1",22290102,22290356,255,"*","chr1:22290102-22290356"
1337,"chr1",22294269,22294469,201,"*","chr1:22294269-22294469"
1338,"chr1",22301925,22302220,296,"*","chr1:22301925-22302220"
1339,"chr1",22306753,22307040,288,"*","chr1:22306753-22307040"
1340,"chr1",22315489,22316103,615,"*","chr1:22315489-22316103"
1341,"chr1",22320340,22320555,216,"*","chr1:22320340-22320555"
1342,"chr1",22320744,22321039,296,"*","chr1:22320744-22321039"
1343,"chr1",22338953,22339535,583,"*","chr1:22338953-22339535"
1344,"chr1",22358509,22358709,201,"*","chr1:22358509-22358709"
1345,"chr1",22418215,22418642,428,"*","chr1:22418215-22418642"
1346,"chr1",22487505,22487760,256,"*","chr1:22487505-22487760"
1347,"chr1",22533290,22534211,922,"*","chr1:22533290-22534211"
1348,"chr1",22582313,22582875,563,"*","chr1:22582313-22582875"
1349,"chr1",22613509,22614153,645,"*","chr1:22613509-22614153"
1350,"chr1",22618974,22619429,456,"*","chr1:22618974-22619429"
1351,"chr1",22627213,22627501,289,"*","chr1:22627213-22627501"
1352,"chr1",22640630,22641037,408,"*","chr1:22640630-22641037"
1353,"chr1",22644529,22644764,236,"*","chr1:22644529-22644764"
1354,"chr1",22645494,22645752,259,"*","chr1:22645494-22645752"
1355,"chr1",22646781,22647006,226,"*","chr1:22646781-22647006"
1356,"chr1",22650964,22651429,466,"*","chr1:22650964-22651429"
1357,"chr1",22651768,22652025,258,"*","chr1:22651768-22652025"
1358,"chr1",22694656,22695593,938,"*","chr1:22694656-22695593"
1359,"chr1",22721000,22721349,350,"*","chr1:22721000-22721349"
1360,"chr1",22782051,22782611,561,"*","chr1:22782051-22782611"
1361,"chr1",22805603,22806553,951,"*","chr1:22805603-22806553"
1362,"chr1",22863230,22863461,232,"*","chr1:22863230-22863461"
1363,"chr1",22880756,22881102,347,"*","chr1:22880756-22881102"
1364,"chr1",22890845,22891182,338,"*","chr1:22890845-22891182"
1365,"chr1",22894891,22895093,203,"*","chr1:22894891-22895093"
1366,"chr1",22895194,22895708,515,"*","chr1:22895194-22895708"
1367,"chr1",22931382,22931630,249,"*","chr1:22931382-22931630"
1368,"chr1",22974839,22975489,651,"*","chr1:22974839-22975489"
1369,"chr1",22977970,22978531,562,"*","chr1:22977970-22978531"
1370,"chr1",22989818,22990330,513,"*","chr1:22989818-22990330"
1371,"chr1",23062071,23062524,454,"*","chr1:23062071-23062524"
1372,"chr1",23084799,23085164,366,"*","chr1:23084799-23085164"
1373,"chr1",23109290,23109731,442,"*","chr1:23109290-23109731"
1374,"chr1",23112432,23112719,288,"*","chr1:23112432-23112719"
1375,"chr1",23112908,23113236,329,"*","chr1:23112908-23113236"
1376,"chr1",23116238,23116438,201,"*","chr1:23116238-23116438"
1377,"chr1",23117467,23117984,518,"*","chr1:23117467-23117984"
1378,"chr1",23140772,23140972,201,"*","chr1:23140772-23140972"
1379,"chr1",23163524,23163964,441,"*","chr1:23163524-23163964"
1380,"chr1",23169178,23169635,458,"*","chr1:23169178-23169635"
1381,"chr1",23171518,23171831,314,"*","chr1:23171518-23171831"
1382,"chr1",23173285,23173976,692,"*","chr1:23173285-23173976"
1383,"chr1",23178672,23178928,257,"*","chr1:23178672-23178928"
1384,"chr1",23182696,23183120,425,"*","chr1:23182696-23183120"
1385,"chr1",23184727,23185267,541,"*","chr1:23184727-23185267"
1386,"chr1",23187624,23188672,1049,"*","chr1:23187624-23188672"
1387,"chr1",23189274,23189637,364,"*","chr1:23189274-23189637"
1388,"chr1",23189987,23190319,333,"*","chr1:23189987-23190319"
1389,"chr1",23190568,23191315,748,"*","chr1:23190568-23191315"
1390,"chr1",23200585,23201011,427,"*","chr1:23200585-23201011"
1391,"chr1",23201877,23202077,201,"*","chr1:23201877-23202077"
1392,"chr1",23202465,23203500,1036,"*","chr1:23202465-23203500"
1393,"chr1",23214554,23214973,420,"*","chr1:23214554-23214973"
1394,"chr1",23231491,23231957,467,"*","chr1:23231491-23231957"
1395,"chr1",23247112,23247572,461,"*","chr1:23247112-23247572"
1396,"chr1",23256012,23257267,1256,"*","chr1:23256012-23257267"
1397,"chr1",23261696,23262223,528,"*","chr1:23261696-23262223"
1398,"chr1",23263984,23264875,892,"*","chr1:23263984-23264875"
1399,"chr1",23265723,23266121,399,"*","chr1:23265723-23266121"
1400,"chr1",23268293,23268565,273,"*","chr1:23268293-23268565"
1401,"chr1",23271124,23272070,947,"*","chr1:23271124-23272070"
1402,"chr1",23273365,23273693,329,"*","chr1:23273365-23273693"
1403,"chr1",23279959,23280443,485,"*","chr1:23279959-23280443"
1404,"chr1",23286796,23287256,461,"*","chr1:23286796-23287256"
1405,"chr1",23292852,23293205,354,"*","chr1:23292852-23293205"
1406,"chr1",23320603,23320855,253,"*","chr1:23320603-23320855"
1407,"chr1",23321202,23322119,918,"*","chr1:23321202-23322119"
1408,"chr1",23332425,23332774,350,"*","chr1:23332425-23332774"
1409,"chr1",23380316,23380549,234,"*","chr1:23380316-23380549"
1410,"chr1",23382777,23383860,1084,"*","chr1:23382777-23383860"
1411,"chr1",23389956,23390740,785,"*","chr1:23389956-23390740"
1412,"chr1",23392944,23393476,533,"*","chr1:23392944-23393476"
1413,"chr1",23399799,23400039,241,"*","chr1:23399799-23400039"
1414,"chr1",23433864,23434119,256,"*","chr1:23433864-23434119"
1415,"chr1",23444166,23444515,350,"*","chr1:23444166-23444515"
1416,"chr1",23444608,23445484,877,"*","chr1:23444608-23445484"
1417,"chr1",23445970,23446484,515,"*","chr1:23445970-23446484"
1418,"chr1",23475944,23476144,201,"*","chr1:23475944-23476144"
1419,"chr1",23480971,23481430,460,"*","chr1:23480971-23481430"
1420,"chr1",23485486,23486342,857,"*","chr1:23485486-23486342"
1421,"chr1",23490223,23491553,1331,"*","chr1:23490223-23491553"
1422,"chr1",23493282,23493505,224,"*","chr1:23493282-23493505"
1423,"chr1",23495473,23495941,469,"*","chr1:23495473-23495941"
1424,"chr1",23518564,23519571,1008,"*","chr1:23518564-23519571"
1425,"chr1",23526374,23526921,548,"*","chr1:23526374-23526921"
1426,"chr1",23540706,23541086,381,"*","chr1:23540706-23541086"
1427,"chr1",23576038,23576401,364,"*","chr1:23576038-23576401"
1428,"chr1",23588341,23588687,347,"*","chr1:23588341-23588687"
1429,"chr1",23589562,23590275,714,"*","chr1:23589562-23590275"
1430,"chr1",23602649,23603431,783,"*","chr1:23602649-23603431"
1431,"chr1",23629625,23629861,237,"*","chr1:23629625-23629861"
1432,"chr1",23639075,23639796,722,"*","chr1:23639075-23639796"
1433,"chr1",23649158,23650011,854,"*","chr1:23649158-23650011"
1434,"chr1",23656058,23656267,210,"*","chr1:23656058-23656267"
1435,"chr1",23656481,23657271,791,"*","chr1:23656481-23657271"
1436,"chr1",23691671,23692076,406,"*","chr1:23691671-23692076"
1437,"chr1",23704643,23705034,392,"*","chr1:23704643-23705034"
1438,"chr1",23705585,23706058,474,"*","chr1:23705585-23706058"
1439,"chr1",23715522,23716021,500,"*","chr1:23715522-23716021"
1440,"chr1",23721268,23721468,201,"*","chr1:23721268-23721468"
1441,"chr1",23732568,23733205,638,"*","chr1:23732568-23733205"
1442,"chr1",23753137,23754031,895,"*","chr1:23753137-23754031"
1443,"chr1",23754501,23754881,381,"*","chr1:23754501-23754881"
